seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,b4_match
6347,172.88489999999993,43.2015,39.848791479820626,3.4128079414367676,0.6465,0.424,1.0705,0.22249999999999998,True
7536,172.94069999999996,44.1525,37.07068147808764,3.9315860271453857,0.5848,0.3631,0.9479,0.2217,False
4078,171.86810000000008,50.5392,40.48802932159783,3.503700256347656,0.5577,0.2593,0.817,0.2984,False
4726,208.48820000000012,50.555400000000006,49.8387925925926,3.773792028427124,0.6795,0.4623,1.1418,0.2172,True
5978,258.68389999999994,60.33990000000001,56.17143492692327,4.481997966766357,0.6086,0.3537,0.9623,0.2549,False
8836,160.10819999999973,40.62820000000001,37.43339535603715,4.154526948928833,0.5846,0.3824,0.967,0.2022,False
3380,194.26100000000008,50.3308,45.30747435508346,3.787086009979248,0.653,0.4238,1.0768,0.22920000000000001,True
3669,190.75980000000047,46.10130000000001,40.075744444444446,3.241283893585205,0.5985,0.3154,0.9139,0.2831,False
7882,178.4670000000002,48.8955,41.690701,3.7625229358673096,0.6041,0.4054,1.0095,0.1987,True
2503,174.6022000000002,41.505399999999995,41.21188522550545,3.1322438716888428,0.6687,0.4496,1.1183,0.21909999999999996,True
5802,236.11610000000044,55.31890000000001,55.42739600798403,3.771406888961792,0.5635,0.3352,0.8987,0.2283,False
6455,308.72889999999984,51.98080000000001,42.82553933054394,4.367604970932007,0.5564,0.3201,0.8765,0.2363,False
5608,229.7225000000001,55.398999999999994,48.9940809815951,3.984790086746216,0.5359,0.3766,0.9125,0.15930000000000005,False
8258,185.9592999999997,53.400400000000005,46.4550420233463,4.191303014755249,0.5908,0.4553,1.0461,0.1355,True
7486,143.58729999999983,50.96050000000002,49.700989237668175,3.931896209716797,0.6256,0.4101,1.0357,0.21550000000000002,True
1839,140.07729999999978,41.43399999999999,38.87850110701107,3.1734797954559326,0.6084,0.291,0.8994,0.31740000000000007,False
3282,257.00159999999937,48.082700000000024,39.75341693989071,4.02407693862915,0.5844,0.3058,0.8902,0.2786,False
3216,154.8325,43.79100000000001,35.5485602654424,3.969754219055176,0.559,0.363,0.922,0.19600000000000006,False
9034,227.34579999999977,53.581100000000006,38.50194285714286,3.142162322998047,0.6353,0.3429,0.9782,0.2924,False
7143,184.3033999999999,45.4434,40.50485396825397,3.2041471004486084,0.5962,0.336,0.9322,0.26019999999999993,False
2446,274.6874999999999,55.4358,42.46107377628033,3.781124830245972,0.556,0.3083,0.8643,0.24770000000000003,False
5924,136.61939999999973,42.625000000000014,41.53989108910891,3.382124900817871,0.6145,0.3887,1.0032,0.22580000000000006,True
8881,170.9081999999997,52.6995,42.192307457340505,4.53555703163147,0.6341,0.3463,0.9804,0.2878,False
6634,183.0009000000002,52.528,41.62435815485996,4.11170220375061,0.5818,0.329,0.9108,0.25279999999999997,False
3097,185.25769999999991,50.1379,44.76722253110047,3.3692269325256348,0.7017,0.4144,1.1161,0.2873,True
1211,183.07239999999973,43.8128,51.41221918181818,3.838862895965576,0.61,0.3027,0.9127,0.30729999999999996,False
1921,320.2432999999997,57.1082,40.15871846586344,4.286508798599243,0.5882,0.3153,0.9035,0.2728999999999999,False
2740,266.7656999999992,56.0052,55.29095043845683,4.524111986160278,0.5894,0.3519,0.9413,0.23750000000000004,False
3306,236.8045,51.88530000000001,39.51461819611211,3.677452087402344,0.6346,0.3465,0.9811,0.2881000000000001,False
4366,143.44150000000022,47.3904,43.76119239766082,4.289222955703735,0.5599,0.3417,0.9016,0.21819999999999995,False
5455,171.77499999999986,48.47539999999999,45.38992962962964,4.667425870895386,0.617,0.4608,1.0778,0.1562,True
9095,283.09789999999975,53.63070000000001,41.615301665344965,3.763346910476685,0.5815,0.3019,0.8834,0.2796,False
8562,218.83910000000012,51.7741,47.17148095545656,3.928502082824707,0.6562,0.4446,1.1008,0.2116,True
9815,146.85499999999988,46.99930000000001,40.11881555169418,3.539513111114502,0.6537,0.3569,1.0106,0.29679999999999995,True
1466,227.3470999999997,54.9161,43.79082585333325,3.7735249996185303,0.5803,0.3638,0.9441,0.21650000000000003,False
8480,372.0688000000002,58.86079999999999,42.2776026973027,4.119141101837158,0.697,0.4714,1.1684,0.22559999999999997,True
3792,187.1173000000003,50.4665,42.67138932772775,4.065124988555908,0.6331,0.3972,1.0303,0.2359,True
4697,147.28809999999987,47.3039,40.46655268539326,3.5994608402252197,0.6378,0.3535,0.9913,0.28430000000000005,False
1565,240.37249999999992,48.17600000000001,45.46845433183969,3.6342568397521977,0.648,0.3163,0.9643,0.3317,False
5891,411.06980000000107,61.0434,66.79747359187444,3.559190034866333,0.6363,0.462,1.0983,0.17429999999999995,True
8308,173.9250000000001,52.00240000000001,46.545545843568945,3.730645895004273,0.5643,0.3958,0.9601,0.16850000000000004,False
4257,298.87300000000045,58.99399999999999,42.12714637681159,4.029428958892822,0.5942,0.3618,0.956,0.23239999999999994,False
5733,168.92419999999953,47.935199999999995,43.723378417266176,3.657081127166748,0.5773,0.3928,0.9701,0.18450000000000005,False
2946,186.6638999999998,48.23829999999999,38.79035657070098,3.8708608150482178,0.665,0.3589,1.0239,0.30610000000000004,True
1292,161.2505000000002,42.72680000000001,38.03465513126491,3.927090883255005,0.6163,0.2882,0.9045,0.32809999999999995,False
5439,158.1066000000002,47.1887,39.702481230806974,4.176354885101318,0.6561,0.4056,1.0617,0.2505,True
1714,279.34930000000054,52.1004,47.460504389830504,3.7820329666137695,0.626,0.3512,0.9772,0.2748,False
9200,278.85219999999947,51.14650000000001,40.37128421167883,3.8264310359954834,0.6686,0.4248,1.0934,0.24379999999999996,True
5804,190.4638000000003,55.9494,52.759402128668185,4.40627908706665,0.6812,0.4387,1.1199,0.24250000000000005,True
3154,181.42170000000016,52.828,51.52753687786259,3.2980728149414062,0.6058,0.4084,1.0142,0.19740000000000002,True
2195,361.3138000000005,52.502400000000016,47.74969346445226,3.416569232940674,0.6171,0.3867,1.0038,0.2304,True
3042,213.60220000000044,46.0896,42.189308926417375,3.812516927719116,0.6526,0.3544,1.007,0.29819999999999997,True
9808,204.3165999999998,44.1852,35.97025797101449,4.246485948562622,0.6733,0.4528,1.1261,0.22050000000000003,True
5407,223.64320000000023,61.23489999999999,49.86636429729472,3.2724950313568115,0.6043,0.3367,0.941,0.26759999999999995,False
3782,190.70380000000023,46.6272,37.63264443598055,4.10895299911499,0.595,0.4175,1.0125,0.1775,True
5410,292.60850000000005,44.1398,50.468373727272734,3.585489273071289,0.5954,0.3271,0.9225,0.26830000000000004,False
8428,198.30360000000047,45.10800000000001,40.38281355932204,3.562940835952759,0.6171,0.3656,0.9827,0.2515,False
7236,149.06640000000033,49.6638,43.27591980877743,3.874027967453003,0.5445,0.3482,0.8927,0.19629999999999997,False
2085,173.61760000000018,47.39730000000001,39.94954673378839,2.740999221801758,0.7245,0.4137,1.1382,0.3108,True
2139,227.69139999999993,48.464,38.85987169486405,3.8145132064819336,0.584,0.3334,0.9174,0.2506,False
6801,257.3384000000008,49.425799999999995,41.273087179487185,3.6436941623687744,0.6743,0.3582,1.0325,0.3161,True
6820,182.18219999999997,50.3827,42.805381310067446,4.526802062988281,0.5631,0.3756,0.9387,0.18750000000000006,False
3830,376.3369000000004,64.1231,49.9425550522648,3.593520164489746,0.6136,0.3803,0.9939,0.2333,False
7975,156.5734999999997,44.6851,40.79904168253968,3.084683895111084,0.5897,0.3163,0.906,0.2734,False
3469,334.3633,58.976299999999995,52.811044086021504,3.5223190784454346,0.6166,0.3612,0.9778,0.2554,False
1454,241.78119999999987,51.62319999999999,42.80065582047686,3.5864977836608887,0.6683,0.3162,0.9845,0.3521,False
2573,179.70829999999953,50.0324,37.39898332931728,3.300581932067871,0.6114,0.3013,0.9127,0.31010000000000004,False
3931,233.01780000000016,53.7548,39.60627767653759,3.5240180492401123,0.6564,0.3453,1.0017,0.3111,True
5445,220.6304,50.595299999999995,48.48999898302955,3.5417587757110596,0.6502,0.3575,1.0077,0.2927,True
5745,322.63980000000026,58.6091,53.83168828403592,3.3684771060943604,0.5669,0.356,0.9229,0.21089999999999998,False
7167,325.1001,53.55309999999999,49.229390428211595,4.722306728363037,0.6061,0.4377,1.0438,0.1684,True
7597,215.44120000000015,48.8223,45.65554118092354,4.06119704246521,0.5673,0.375,0.9423,0.19230000000000003,False
7005,172.92190000000022,46.961,42.50088460038987,3.6008427143096924,0.6499,0.4578,1.1077,0.19210000000000005,True
3239,178.74499999999972,42.0452,41.210563194893226,3.3387060165405273,0.6881,0.4278,1.1159,0.26030000000000003,True
4331,221.3428,53.33530000000001,47.1552,3.3771650791168213,0.5909,0.3394,0.9303,0.2515,False
5960,272.0233999999997,53.32820000000001,47.917003777777786,3.699612855911255,0.6168,0.3473,0.9641,0.2695,False
1284,157.7082999999999,46.75959999999999,50.77154694222833,3.716490030288696,0.5688,0.4072,0.976,0.16159999999999997,False
2402,304.96720000000045,57.3518,58.766994768546,3.8842978477478023,0.6415,0.4041,1.0456,0.23739999999999994,True
8146,165.15290000000013,44.06549999999999,44.88727704159732,4.25675892829895,0.5861,0.3908,0.9769,0.19529999999999997,False
1786,235.5384000000002,51.22129999999999,45.889433333333336,3.222076892852783,0.6105,0.3614,0.9719,0.24910000000000004,False
8911,178.59289999999987,47.58650000000001,45.45658461538461,4.41629695892334,0.6299,0.3468,0.9767,0.2831,False
7510,411.6731999999997,60.191499999999984,56.18634471544715,2.803256034851074,0.6212,0.3864,1.0076,0.23479999999999995,True
