scenario,total_runs,algo_valid_runs,b4_qualified_runs,b4_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b4,100,100,40,0.4,224.2328500000001,71.94249725001006,193.02965000000006,50.434325,4.863519384400137,50.39865,44.97546966070395,6.170943429460945,43.71930592941411,10.788573784403185,9.2749243294227,10.580670508616887,8.29690198306,38,40,0.95,1.0,2.508768344972163e-09,3.701643436215818e-09
