seed,HEFT,DHEFT,NHEFT,time_sec
7711,361.0533000000002,72.2875,53.66814583362522,4.554370641708374
4352,286.30979999999977,74.5627,61.76732018181819,4.081512928009033
6768,335.2405,60.998900000000006,54.90259307359308,6.268167972564697
5624,311.3860000000005,77.1886,60.19847638773819,5.144966125488281
7053,346.50429999999966,67.65100000000001,52.00727162031086,8.243359088897705
2902,308.5475,66.83980000000001,57.206634581772796,7.564964771270752
8558,433.48319999999995,73.50269999999999,55.8089501852064,8.406692028045654
9018,210.56400000000025,55.8765,50.0497318822023,7.8338658809661865
2209,244.6577000000002,71.9599,52.61374408602151,5.957023859024048
8499,256.4541999999998,68.3625,58.77808461538462,7.063319206237793
2754,292.5293999999996,73.71180000000001,67.10022575247525,5.707898855209351
7593,254.31670000000014,60.94339999999999,42.466681502907825,6.676669120788574
5719,316.69180000000034,68.95570000000001,50.94552239799331,8.096765279769897
4004,260.0173999999997,56.40290000000001,54.94912577064898,6.838416814804077
7005,292.3203000000008,68.8284,53.90650199842876,7.26353907585144
2971,538.8478000000001,84.21970000000003,56.256683737849784,6.746796131134033
3183,305.34420000000017,58.3943,54.20376586910627,7.175023317337036
3521,280.14419999999967,75.31589999999997,56.42738482239196,6.963047027587891
5990,277.1962000000003,86.49130000000004,59.43860373831776,6.827261209487915
3883,263.5176999999995,58.51349999999999,54.618051986183076,8.175293922424316
3873,368.5403000000006,73.56439999999998,65.92296896551724,6.610444068908691
3938,352.31519999999983,65.1591,63.31319485108536,6.498054027557373
6540,267.0215000000004,66.51360000000001,53.12924261831633,5.900113105773926
7861,382.99730000000034,77.4762,58.66969812409813,7.467417240142822
2013,435.94350000000037,72.53380000000001,58.40941584633853,6.092955827713013
6546,249.17789999999957,54.0878,49.837218518518526,5.831972122192383
9518,351.8170000000007,78.49749999999999,82.27167568042141,7.602817058563232
8276,259.68690000000043,57.667,53.23007522334174,6.531400203704834
2681,328.84729999999985,71.2618,57.779998552257,6.806658029556274
5708,350.3184999999994,68.81869999999999,56.89646178447913,7.23829197883606
5943,303.39810000000017,67.14169999999999,57.364117091454276,7.4121880531311035
3789,587.8468999999992,83.47330000000001,54.86820947663552,6.804279088973999
9608,307.72870000000023,76.2008,60.77307900272311,9.379873991012573
9283,358.8082000000004,76.61090000000002,57.13950151285931,9.951266050338745
8672,290.77960000000013,55.67479999999999,55.99388741686183,7.909101963043213
4598,583.4925999999996,80.38410000000005,55.99473925811437,6.101861953735352
3289,447.38850000000036,81.16029999999998,56.89186926789329,7.4206788539886475
2697,221.6414999999997,65.06619999999998,49.4149588235294,7.126518726348877
6575,483.7090000000004,69.89710000000001,57.30335118956254,7.808496713638306
9236,334.7563999999995,61.102599999999995,48.802865672220825,8.296855926513672
9431,258.6508000000003,66.6266,57.37735030902348,7.82787299156189
7488,227.93909999999968,71.45429999999998,55.55197931034483,7.053941965103149
3043,293.1406000000001,68.20239999999998,52.14211904761906,7.767272233963013
9070,376.7825999999989,65.0542,51.87753164300204,9.769032955169678
7749,305.0007000000009,66.9303,59.029386944818306,7.395883083343506
