bucket_key,seed,is_complete,completed_variants,missing_variants
e11x,452290,True,"baseline,comp_advantage",
e11x,453482,True,"baseline,comp_advantage",
e11x,455331,True,"baseline,comp_advantage",
e11x,456356,True,"baseline,comp_advantage",
e11x,459404,True,"baseline,comp_advantage",
e11x,460446,True,"baseline,comp_advantage",
e11x,460722,True,"baseline,comp_advantage",
e11x,461796,True,"baseline,comp_advantage",
e11x,461861,True,"baseline,comp_advantage",
e11x,464471,True,"baseline,comp_advantage",
e11x,465345,True,"baseline,comp_advantage",
e11x,466702,True,"baseline,comp_advantage",
e11x,469145,True,"baseline,comp_advantage",
e11x,469556,True,"baseline,comp_advantage",
e11x,472131,True,"baseline,comp_advantage",
e11x,472298,True,"baseline,comp_advantage",
e11x,473253,True,"baseline,comp_advantage",
e11x,473997,True,"baseline,comp_advantage",
e11x,475760,True,"baseline,comp_advantage",
e11x,479068,True,"baseline,comp_advantage",
e11x,479679,True,"baseline,comp_advantage",
e11x,480416,True,"baseline,comp_advantage",
e11x,480957,True,"baseline,comp_advantage",
e11x,481886,True,"baseline,comp_advantage",
e11x,484762,True,"baseline,comp_advantage",
e11x,489107,True,"baseline,comp_advantage",
e11x,492022,True,"baseline,comp_advantage",
e11x,494958,True,"baseline,comp_advantage",
e11x,495401,True,"baseline,comp_advantage",
e11x,495402,True,"baseline,comp_advantage",
e11x,496478,True,"baseline,comp_advantage",
e11x,497919,True,"baseline,comp_advantage",
e11x,502084,True,"baseline,comp_advantage",
e11x,504483,True,"baseline,comp_advantage",
e11x,505780,True,"baseline,comp_advantage",
e11x,509760,True,"baseline,comp_advantage",
e11x,512136,True,"baseline,comp_advantage",
e11x,514215,True,"baseline,comp_advantage",
e11x,516657,True,"baseline,comp_advantage",
e11x,517538,True,"baseline,comp_advantage",
e11x,519815,True,"baseline,comp_advantage",
e11x,522983,True,"baseline,comp_advantage",
e11x,524794,True,"baseline,comp_advantage",
e11x,527611,True,"baseline,comp_advantage",
e11x,528112,True,"baseline,comp_advantage",
