scenario,b2_abs_tolerance,total_runs,algo_valid_runs,b2_qualified_runs,b2_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b2,0.02,100,100,30,0.3,237.7435000000001,72.38321778414459,213.13755000000037,55.345583333333344,6.631802159193088,55.5033,49.259158354544205,6.571250646382919,48.07883071703098,10.822110904025903,10.55362307687709,10.89978350765471,7.074106170357168,28,30,0.9333333333333333,1.0,1.4654757359205346e-08,6.146728992462158e-08
