vnf_type_max,sfc_vnf_num,multiple_sfc_num,per_sfc_vnf_num,expected_tasks_per_type,seed,HEFT,DHEFT,NHEFT,time_sec
20,200,4,50,10,5978,7649.626499999996,744.0938,95.04830199999999,3.1083498001098633
20,200,4,50,10,8836,7826.932599999997,788.7701000000002,88.40815596928239,2.685492992401123
20,200,4,50,10,3380,7623.042599999994,771.4304999999998,86.54068653935185,2.293170928955078
20,200,4,50,10,3669,7086.762999999998,719.2760000000001,78.40381678333333,2.5795369148254395
20,200,4,50,10,7882,7301.859500000005,739.3139,98.394601,2.4257991313934326
20,200,4,50,10,2503,6987.238800000004,695.6349000000001,116.484802,2.328751802444458
20,200,4,50,10,5802,7854.466799999993,754.6742,91.57575445277777,2.5780229568481445
20,200,4,50,10,6455,7419.151199999993,737.0601000000004,83.65143573333333,2.7553889751434326
20,200,4,50,10,5608,7699.9322,786.6251,102.33209338370033,2.099297046661377
20,200,4,50,10,8258,7241.929499999999,725.0577000000003,117.44233893693695,2.8567419052124023
20,200,4,50,10,7486,7369.316099999991,732.0994000000001,90.75543433333333,2.7144267559051514
20,200,4,50,10,1839,7134.201700000003,718.5677999999999,81.00905666666667,2.405428886413574
20,200,4,50,10,3282,6883.869000000003,698.2407,72.97139544444444,2.581550121307373
20,200,4,50,10,3216,7152.935299999999,711.2465999999997,93.25559088888889,2.417598009109497
20,200,4,50,10,9034,6979.218100000001,678.3031999999998,92.29330938888887,2.3211467266082764
20,200,4,50,10,7143,6659.053900000005,655.9849999999999,82.80348017037036,2.3982601165771484
20,200,4,50,10,2446,7523.152300000004,745.7679000000003,69.14501317962963,2.4455440044403076
20,200,4,50,10,5924,6984.571699999998,714.2503000000002,95.88563733333334,2.3340260982513428
20,200,4,50,10,8881,6567.261800000006,643.4522,74.88386107856485,3.5515668392181396
20,200,4,50,10,6634,6475.489199999992,645.2570999999999,94.98242977777777,2.5450332164764404
20,200,4,50,10,3097,6854.9225000000015,672.2074,88.90726866666667,2.314004421234131
20,200,4,50,10,1211,6420.697399999998,624.9079,69.7792296485788,2.97422194480896
20,200,4,50,10,1921,6880.272500000002,709.6911000000005,87.06228615555558,2.6571598052978516
20,200,4,50,10,2740,7620.72840000001,737.5511,86.94159751649795,2.983901262283325
20,200,4,50,10,3306,6950.492099999997,708.1878,90.63947490490953,2.276993751525879
20,200,4,50,10,4366,6910.166199999988,708.0441000000001,92.63075233777776,2.409899950027466
20,200,4,50,10,5455,7576.8662,772.7738000000002,115.75348917948722,2.8457047939300537
20,200,4,50,10,9095,6818.945900000006,675.7162999999997,84.31129241874999,2.2777771949768066
20,200,4,50,10,8562,7840.220399999992,784.4487000000001,102.63509900833331,3.186964988708496
20,200,4,50,10,9815,6273.994800000005,636.5872999999999,79.52566766666668,2.728869915008545
20,200,4,50,10,1466,7686.9452000000065,745.5305999999999,85.3548391361111,2.833220958709717
20,200,4,50,10,8480,7253.909,721.5666999999997,100.82378417283952,2.1152303218841553
20,200,4,50,10,3792,7863.102199999993,771.8131000000003,91.48676488888889,3.0469181537628174
20,200,4,50,10,4697,6649.894700000004,684.8028,91.80353433333333,2.2138590812683105
20,200,4,50,10,1565,7086.786299999993,721.3734999999999,83.43880299999995,2.356204032897949
20,200,4,50,10,5891,7705.85229999999,771.4381999999997,128.81702034664355,2.4331369400024414
20,200,4,50,10,8308,7173.413299999996,706.0219,109.09746866666667,2.6435577869415283
20,200,4,50,10,4257,7171.469500000004,738.2247000000001,93.75527077527519,2.703986883163452
20,200,4,50,10,5733,7038.1350000000075,687.069,102.97973433333334,2.630112886428833
20,200,4,50,10,2946,7352.2615,725.5549999999998,82.97323433333332,2.6960268020629883
20,200,4,50,10,1292,6957.081400000003,694.4053000000001,69.46519752777776,2.3397350311279297
20,200,4,50,10,5439,7063.349799999999,719.8416999999998,86.93539493939394,3.1326658725738525
20,200,4,50,10,1714,6560.601399999999,646.4128,83.21960300000002,2.640087127685547
20,200,4,50,10,9200,7085.455999999999,696.2729000000002,91.78444428888886,2.6239330768585205
20,200,4,50,10,5804,7264.050000000003,723.8478999999998,102.66323433333334,2.595233678817749
20,200,4,50,10,3154,6501.464199999999,645.6949999999996,119.39604149579833,2.020819902420044
20,200,4,50,10,2195,7017.281300000005,686.1537,96.33602630925924,2.4650628566741943
20,200,4,50,10,3042,7846.627900000006,795.8189000000002,88.2518962945957,2.3607640266418457
20,200,4,50,10,9808,7092.215200000002,685.3762999999999,97.73326357407407,3.04955792427063
20,200,4,50,10,5407,6739.425399999994,677.9575,84.64226911666667,2.1135599613189697
20,200,4,50,10,3782,7880.1134,762.7352,99.13902098148148,3.495821952819824
20,200,4,50,10,5410,6412.844499999998,647.0722000000001,96.28910099999997,2.451291084289551
20,200,4,50,10,8428,7318.929200000009,744.0466999999995,91.63490099999999,2.5662851333618164
20,200,4,50,10,7236,7573.346799999993,760.0983000000001,83.77716644166667,2.137070894241333
20,200,4,50,10,2085,6655.865800000005,689.0053999999999,93.037306515625,2.726794958114624
20,200,4,50,10,2139,6911.792699999999,708.8558000000002,83.38896112740741,2.6820130348205566
20,200,4,50,10,6801,6565.143700000001,674.3493,89.523101,2.5112226009368896
20,200,4,50,10,6820,7664.29459999999,759.9712000000003,89.71706766666665,2.650960922241211
20,200,4,50,10,3830,7877.556300000007,790.7054999999998,95.4118486333333,2.3632700443267822
20,200,4,50,10,7975,7412.898300000009,720.8172999999999,77.69046766666666,2.320580005645752
20,200,4,50,10,3469,7442.044999999999,765.1623999999999,73.87595100000001,2.317279100418091
20,200,4,50,10,1454,6583.781300000009,657.8634,71.94068594444444,2.7354729175567627
20,200,4,50,10,2573,6759.092600000004,666.1401999999999,67.9586249303393,2.3282339572906494
20,200,4,50,10,3931,7400.51699999999,765.7016,68.0429509638889,2.656852960586548
20,200,4,50,10,5445,6943.481600000003,691.0470000000004,81.01347088888889,2.3271329402923584
20,200,4,50,10,5745,6746.677399999994,689.037,95.91446047500001,2.6232802867889404
20,200,4,50,10,7167,7151.182300000009,727.2509999999999,114.37843533333331,2.8262689113616943
20,200,4,50,10,7597,7576.460599999994,755.2297000000001,92.98783433333334,2.564828872680664
20,200,4,50,10,7005,7072.826700000008,740.4080999999999,113.33006766666668,2.2809221744537354
20,200,4,50,10,3239,7291.930599999993,738.9493,89.4424255858796,2.4124910831451416
20,200,4,50,10,4331,7094.716800000003,714.4130999999999,92.50033951950616,2.347839117050171
20,200,4,50,10,5960,6856.725000000006,665.4306999999997,78.77406077625,2.906857967376709
20,200,4,50,10,1284,7121.443399999997,706.0012999999997,133.5461035115354,2.710170269012451
20,200,4,50,10,2402,7527.384099999996,769.1703999999999,94.570302,2.367208957672119
20,200,4,50,10,8146,7059.2320000000045,698.2588999999998,90.4401343333333,3.203015089035034
20,200,4,50,10,1786,7596.560500000008,765.3459999999995,84.0060762222222,2.343039035797119
20,200,4,50,10,8911,7268.876199999986,732.0218000000003,74.3687716138889,3.1755361557006836
20,200,4,50,10,7510,7421.9766000000045,739.4311999999998,104.009602,2.1720809936523438
20,200,4,50,10,6556,7307.554599999994,736.4427000000002,100.41125477777777,2.567821979522705
20,200,4,50,10,5726,6759.341499999995,665.6785,83.06108263425926,2.5389046669006348
20,200,4,50,10,2935,6874.197599999999,678.1236999999998,65.41115617777777,2.67319393157959
20,200,4,50,10,7223,7998.487500000004,805.6047,99.80035263333335,2.715847969055176
20,200,4,50,10,1405,6984.214700000004,709.6248999999998,115.19613533333333,2.151611089706421
20,200,4,50,10,6792,7136.602399999997,713.0096000000002,97.00498758333332,2.561917781829834
20,200,4,50,10,7527,7707.256500000011,757.5046,88.7175521178637,2.143679141998291
20,200,4,50,10,3965,7504.014100000002,723.6766999999996,68.80814209166664,2.6302311420440674
20,200,4,50,10,9686,6821.332700000003,675.0715000000001,77.0835252222222,2.561284065246582
20,200,4,50,10,2054,6867.518999999998,695.1931999999998,102.91616541977312,2.3949711322784424
20,200,4,50,10,7502,7082.52970000001,691.6020000000001,79.26425637796294,2.619575023651123
20,200,4,50,10,5872,7213.994599999995,741.1368000000001,85.62925099999998,2.5973379611968994
20,200,4,50,10,1751,7303.998199999998,709.9681999999995,84.42240100000002,2.1471688747406006
20,200,4,50,10,5095,7184.082500000002,721.495,103.353801,2.608812093734741
20,200,4,50,10,8465,7547.590900000004,740.1972999999998,87.95520099999999,2.40008544921875
20,200,4,50,10,8504,8118.611899999997,785.6888999999998,89.02333733333333,2.9081342220306396
20,200,4,50,10,8819,7783.844500000015,777.5346,93.36888877777777,2.4185030460357666
20,200,4,50,10,4921,7018.282599999995,703.4865000000001,117.55384453992534,2.6273274421691895
