vnf_type_max,sfc_vnf_num,multiple_sfc_num,per_sfc_vnf_num,expected_tasks_per_type,seed,HEFT,DHEFT,NHEFT,time_sec
12,120,4,30,10,2054,3846.460900000004,397.50530000000003,69.32066666666668,1.9109487533569336
12,120,4,30,10,7502,4046.7835999999984,413.6426,54.97749088888888,2.2093138694763184
12,120,4,30,10,5872,4175.551200000001,414.88589999999994,62.99795933333333,1.9080491065979004
12,120,4,30,10,1751,4605.958500000004,443.52340000000015,60.14006966666666,1.715839147567749
12,120,4,30,10,5095,4108.6422,399.6964999999999,76.186801,2.0836641788482666
12,120,4,30,10,8465,4887.0747999999985,486.54490000000004,79.4924985138889,1.9305789470672607
12,120,4,30,10,8504,4600.965200000001,467.2132999999999,57.62266666666667,2.0653445720672607
12,120,4,30,10,8819,4055.3728000000033,392.80699999999996,56.63661563978212,1.802048921585083
12,120,4,30,10,4921,3915.1669999999967,394.8477,67.1810320925926,2.074876070022583
20,200,4,50,10,6347,7572.196299999996,749.9563999999999,109.72760631112898,2.0405173301696777
20,200,4,50,10,7536,6563.073200000006,669.9694999999997,104.39336866666666,3.0381479263305664
20,200,4,50,10,4078,6843.494200000004,690.993,76.1144702111111,2.645989179611206
20,200,4,50,10,4726,7647.897000000007,754.7535000000001,104.35863443333331,2.839616060256958
