seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,CCR_IDR_rel_gap_pct,b38_match
6347,2075.6230000000005,188.8288000000001,131.88078441474792,3.504583835601806,3.9934,4.2562,8.2496,0.2627999999999999,6.371217998448408,True
7536,2242.359499999995,218.4296,141.585157696567,6.909008026123047,3.6137,3.9402,7.5539,0.3264999999999998,8.644541230357822,True
4078,1933.726999999997,242.23550000000003,112.6522460368364,7.184877872467041,3.4499,2.7647,6.2146,0.6852,22.05129855501561,False
4726,1750.7925999999936,177.37470000000002,139.1050944244373,6.522831916809082,4.1967,4.6109,8.8076,0.4142000000000001,9.405513420227987,True
5978,1940.697099999997,255.4553,156.3290039577519,4.93681001663208,3.7546,3.5719,7.3265,0.18270000000000008,4.987374599058216,True
8836,1859.2701000000009,196.4134,144.83784607287444,4.880697011947632,3.6127,3.7495,7.3622,0.13680000000000003,3.716280459645216,True
3380,1951.9692999999988,219.6069,138.18378175582487,4.104063034057617,4.0231,4.1974,8.2205,0.17429999999999968,4.240617967276921,True
3669,1460.7253000000003,221.823,145.2031602838159,3.8493411540985103,3.686,3.2805,6.9665,0.40549999999999997,11.641426828393023,False
7882,1846.164299999999,235.51680000000005,149.82818029337537,4.330642938613892,3.717,4.1248,7.8418,0.4077999999999995,10.400673314800162,False
2503,2208.416500000002,213.07019999999997,154.27325721416753,4.064869165420532,4.126,4.759,8.885,0.633,14.248733821046706,False
5802,1979.2090000000012,248.2694999999999,135.15607844779382,4.656318187713623,3.4803,3.3416,6.8219,0.13870000000000005,4.066315835764231,True
6455,1687.160100000002,232.899,123.69432964578834,5.444766044616699,3.4369,3.2751,6.712,0.16179999999999994,4.821215733015493,True
5608,1886.1150999999968,198.51730000000003,137.3701244984736,4.93884015083313,3.3123,3.6962,7.0085,0.38390000000000013,10.955268602411362,False
8258,1949.255199999993,231.2373,185.72566959989263,5.456009149551392,3.6497,4.6652,8.3149,1.0154999999999994,24.426030379198775,False
7486,1569.9841999999974,184.30420000000004,141.86578440020347,5.087620735168457,3.8677,4.2094,8.0771,0.34169999999999945,8.460957521882841,True
1839,1732.4536999999991,194.41990000000004,133.2303546296739,3.746914863586426,3.7504,3.0191,6.7695,0.7313000000000001,21.605731590220845,False
3282,1672.658600000001,181.7512,132.5140282111277,4.603962182998657,3.599,3.2011,6.8001,0.39790000000000036,11.70276907692535,False
3216,1903.5473999999952,207.51170000000005,149.2751211414985,4.696156978607178,3.4432,3.7508,7.194,0.3075999999999999,8.551570753405613,True
