scenario,b35_rel_tolerance_pct,total_runs,algo_valid_runs,b35_qualified_runs,b35_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b35,10.0,100,100,9,0.09,322.7608888888887,121.07645522794114,268.0712999999995,61.4087,8.779091326697761,62.601000000000006,54.18882780311592,10.011052952437808,51.90423748915187,12.052065128311392,11.710882723960074,12.052065128311392,6.930668279593814,8,9,0.8888888888888888,1.0,0.0009197660947735612,0.0078125
