scenario,total_runs,algo_valid_runs,b9_qualified_runs,b9_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b9,100,100,65,0.65,368.82685384615377,68.75522956355105,354.9153999999998,57.90030923076923,6.968191219205559,57.2268,39.47222994809932,5.420135500366148,38.69555892255892,31.652479945362238,33.43789296131789,32.13774478563163,6.828677445593973,65,65,1.0,1.0,7.292950669291891e-40,2.4051050298460756e-12
