scenario,b37_rel_tolerance_pct,total_runs,algo_valid_runs,b37_qualified_runs,b37_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b37,10.0,500,500,289,0.578,1071.934149480969,140.6273362739873,1058.8416000000002,145.3038418685121,14.90251943128654,144.4335,93.12489855706359,7.959399778183224,93.30568215699655,35.463009198162574,36.27093580184497,35.79298799665763,6.7482269627940905,289,289,1.0,1.0,2.6230833713987117e-173,3.834017178359903e-49
