scenario,condition,nccr_constraint,exp_dir,latest_run_dir,summary_csv,total_runs,algo_valid_runs,qualified_runs,wins_N_over_D,win_rate_N_over_D,win_rate_percent,HEFT_mean,gain_N_over_D_mean,gain_N_over_D_median,DHEFT_mean,NHEFT_mean,wins_display,x_label,latest_run_dir_rel,summary_csv_rel
b7,CCR_data > IDR_image,NCCR_total > 2,e27,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e27/run_20260601_140717_150_100,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e27/run_20260601_140717_150_100/grid_e27_summary.csv,100,100,18,18,1.0,100.0,269.6035166666667,21.419197204159232,20.503720870915235,51.830933333333334,40.36739053695007,18/18 (100.00%),"b7
CCR_data > IDR_image",experiments/e27/run_20260601_140717_150_100,experiments/e27/run_20260601_140717_150_100/grid_e27_summary.csv
b8,CCR_data ~= IDR_image,NCCR_total > 2,e28,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e28/run_20260601_141553_150_100,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e28/run_20260601_141553_150_100/grid_e28_summary.csv,100,100,13,13,1.0,100.0,340.2360153846154,29.44312434435049,32.39452790918871,56.71991538461538,39.83411375537686,13/13 (100.00%),"b8
CCR_data ~= IDR_image",experiments/e28/run_20260601_141553_150_100,experiments/e28/run_20260601_141553_150_100/grid_e28_summary.csv
b9,CCR_data < IDR_image,NCCR_total > 2,e29,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e29/run_20260601_141609_150_100,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e29/run_20260601_141609_150_100/grid_e29_summary.csv,100,100,65,65,1.0,100.0,368.82685384615377,31.65247994536224,33.43789296131789,57.90030923076923,39.47222994809932,65/65 (100.00%),"b9
CCR_data < IDR_image",experiments/e29/run_20260601_141609_150_100,experiments/e29/run_20260601_141609_150_100/grid_e29_summary.csv
