vnf_type_min,vnf_type_max,seed,HEFT,DHEFT,NHEFT,time_sec
1,15,6792,2074.415599999995,71.7319,19.835747709470297,3.9132790565490723
1,15,7527,1987.9136000000044,71.76949999999998,19.264940534883724,3.511826992034912
1,15,3965,1991.5440000000012,72.67260000000002,16.61923682089553,3.4710910320281982
1,15,9686,1924.598899999998,66.85340000000005,16.380986903083702,3.7235817909240723
1,15,2054,1820.673600000004,61.837499999999984,16.563401999999996,4.142962217330933
1,15,7502,2097.194700000002,73.12589999999997,17.14040032885906,4.15342378616333
1,15,5872,1921.2650999999926,70.20060000000001,17.114100999999998,4.207843065261841
1,15,1751,1983.9505000000006,66.77960000000004,16.370502000000002,4.394023895263672
1,15,5095,1975.4349000000018,65.92779999999996,15.379015869888473,3.9387190341949463
1,15,8465,2348.5679000000014,81.11170000000001,18.266102,4.200308084487915
1,15,8504,2029.7280999999998,71.94139999999997,15.732896596443226,4.281892776489258
1,15,8819,1953.1893000000075,67.69939999999995,14.105320878603948,4.3488688468933105
1,15,4921,1831.2151999999935,64.97670000000001,18.46486190476191,4.532224893569946
1,20,6347,2073.791599999998,93.6228,23.718859208955212,3.5572280883789062
1,20,7536,1843.6302999999903,82.73950000000004,19.519531131175466,3.896190881729126
1,20,4078,1909.8280000000045,88.77370000000002,19.44246493007769,3.548560857772827
1,20,4726,2071.4596000000024,95.79849999999999,22.787954054265388,3.773941993713379
1,20,5978,2250.929400000006,99.72990000000001,23.098057932153388,4.7068610191345215
1,20,8836,2131.903100000003,98.83650000000003,18.564202000000005,4.419667959213257
1,20,3380,2115.2218999999977,96.72179999999996,22.229402999999998,4.546770811080933
1,20,3669,1861.0157999999965,92.69050000000001,19.405302000000006,3.550711154937744
1,20,7882,2055.025700000001,92.58720000000005,20.202902,4.251043796539307
1,20,2503,1915.4647000000025,85.83169999999997,23.963449484848486,3.72574520111084
1,20,5802,2056.9576999999986,94.45709999999997,19.733502,4.021308898925781
1,20,6455,1962.304999999995,92.48740000000004,19.492901999999994,4.322713851928711
1,20,5608,2157.5035999999955,98.49180000000001,24.453647398773004,4.53037691116333
1,20,8258,2048.0641000000023,89.50090000000003,20.673523633631195,5.5339789390563965
1,20,7486,1956.061800000003,91.55300000000008,18.750803,5.154112100601196
1,20,1839,1986.1858000000027,88.21029999999996,19.206402000000008,4.129172086715698
1,20,3282,2009.5566000000028,87.7486,19.711102000000004,4.843082904815674
1,20,3216,1917.9937000000016,89.96789999999999,18.852147577629385,5.012152194976807
