seed,HEFT,DHEFT,NHEFT,time_sec
6347,249.6868000000002,43.394400000000005,41.11467195121951,3.2163279056549072
7536,251.13940000000076,43.114799999999995,33.27076894634749,3.900049924850464
4078,220.47519999999986,46.079600000000006,49.18622063492062,2.8729300498962402
4726,278.2728999999997,52.807500000000005,43.18533333333334,3.725343942642212
5978,237.52179999999956,72.7083,57.13023315339233,4.385096073150635
8836,228.7470000000003,42.5389,34.89809435214532,4.002342224121094
3380,278.69650000000007,51.072300000000006,37.684434147854134,3.960580825805664
3669,172.54869999999983,51.46090000000001,37.40940018416207,3.0665290355682373
7882,249.6309999999995,47.4633,36.373717376306615,3.630743980407715
2503,253.0568000000006,43.97989999999999,36.926724404703975,2.8771960735321045
5802,240.0430999999997,62.164,41.90590043290043,3.432065010070801
6455,305.66419999999977,53.06289999999999,35.283528568204446,3.7010607719421387
5608,298.32719999999995,52.437100000000015,45.43286871165645,3.5300889015197754
8258,231.78840000000002,50.761700000000005,36.91609555252919,4.118391036987305
7486,185.25749999999957,44.117300000000014,40.16407125515056,3.8354270458221436
1839,202.39939999999982,41.74200000000001,40.99879160671462,3.156954050064087
3282,361.6023999999993,44.03380000000001,36.29645267175572,3.9570529460906982
3216,223.4969000000005,48.286500000000004,38.1588170257123,3.9922330379486084
9034,233.47999999999973,42.2859,39.05688051441578,2.828218936920166
7143,197.44229999999982,53.02140000000001,42.43276424066391,3.2032649517059326
2446,289.43019999999996,57.282600000000016,36.6574998666055,3.717921733856201
5924,197.58449999999988,44.379599999999996,32.67159108910891,3.140007734298706
8881,248.34109999999973,48.6138,36.8334435411443,4.143409967422485
6634,263.22970000000043,52.666199999999996,37.191047611202634,3.747657060623169
3097,244.10190000000046,46.20290000000001,37.20057963476066,3.204547166824341
1211,188.27009999999953,42.491800000000005,39.39205339805826,3.895308017730713
1921,438.2294000000003,60.491600000000005,42.534839238032674,4.177682876586914
2740,225.9842999999999,45.5106,55.52386725842008,4.595835208892822
3306,250.42959999999985,49.4879,35.168250572649576,3.3752760887145996
4366,201.64880000000014,44.44319999999999,44.82138753326063,4.31326699256897
5455,247.55099999999996,47.38929999999999,42.156275179867414,4.6813576221466064
9095,256.27869999999996,53.294599999999996,39.03016880185759,3.8245511054992676
8562,226.33939999999984,54.42569999999999,38.757189309576844,3.96386981010437
9815,184.14879999999997,42.5308,35.963958120457136,3.5411009788513184
1466,272.53779999999983,60.21809999999999,45.92506227929373,3.6326749324798584
8480,428.8448,65.6299,43.98225017036507,3.9480111598968506
3792,229.3696000000005,49.976300000000016,35.60600694059406,3.740384101867676
4697,210.81540000000058,48.326,39.53057414104882,3.3277812004089355
1565,340.9616999999995,54.83460000000001,39.04969523809524,3.404912233352661
5891,574.8889999999988,70.19019999999998,55.4589685816876,3.301851749420166
8308,192.7926,47.18830000000001,36.83548423917138,3.4507079124450684
4257,432.368900000001,55.269600000000004,36.24833180548475,3.948330879211426
5733,244.48190000000022,45.8657,39.43892517985611,3.1897449493408203
2946,256.2776999999997,48.654599999999995,31.3925872745098,3.598668098449707
1292,221.99359999999973,46.94979999999999,50.03312241992883,3.6597588062286377
5439,228.82049999999978,45.20009999999999,36.86624611727416,3.791757822036743
1714,390.98380000000043,51.3266,39.223926964010275,3.322726249694824
9200,222.9590000000004,50.227099999999986,37.250742753821406,3.4467849731445312
5804,222.86899999999957,58.62960000000001,42.919881211015664,3.6877739429473877
3154,202.67260000000024,62.3466,41.060289991869915,3.0717661380767822
2195,415.9001999999995,54.46920000000001,39.62624526123129,3.1716787815093994
3042,256.7221999999994,52.133799999999994,35.183834785371644,3.7283430099487305
9808,282.4513999999999,50.516200000000005,30.434369620712253,4.1876420974731445
5407,264.04690000000005,59.4902,42.21862494929005,3.129343032836914
