scenario,b37_rel_tolerance_pct,total_runs,algo_valid_runs,b37_qualified_runs,b37_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b37,10.0,100,100,64,0.64,1063.7133937499998,137.7659294682359,1043.3055500000019,145.07503437500003,15.182398136785867,143.07185000000004,93.82403308435514,8.605651962325645,92.40793961347038,34.80094502479959,35.83951821998427,35.335531821456044,7.819811759691379,64,64,1.0,1.0,2.373050272804767e-36,3.5254980732707413e-12
