seed,HEFT,DHEFT,NHEFT,time_sec
7711,1618.5448000000022,188.01739999999992,139.24723567753298,8.929310083389282
4352,1603.5726000000016,211.50359999999998,150.4533828181818,8.39813494682312
6768,1435.464600000002,209.2367,142.97617742331084,8.484072923660278
5624,1661.7940000000017,227.5793000000001,148.74841631411803,7.632151126861572
7053,1933.1657000000012,229.3301,151.37072941471567,13.779546976089478
2902,1646.6403000000016,208.80170000000004,157.23962672159797,14.051993131637573
8558,1575.9548999999986,242.27880000000002,131.67953256257306,10.889564275741577
9018,1185.5304000000003,149.54139999999995,109.62219583357975,8.169074058532715
2209,1367.5946000000001,193.0937,134.32620757441518,8.49062180519104
8499,1428.5638000000017,198.09410000000005,154.70609024754418,8.542837858200073
2754,1664.8656000000035,212.4351,151.6317495559503,9.248456954956055
7593,1431.1863000000003,165.80690000000007,151.54025396033427,8.922482967376709
5719,1647.9025999999958,217.61949999999996,137.4972481505017,9.573493003845215
4004,1443.6733000000008,171.60340000000002,156.28417600446755,9.286119222640991
7005,1637.9254999999998,214.23590000000002,145.73016015793786,9.899516105651855
2971,1671.0598000000039,202.772,137.2035336990266,9.699180126190186
3183,1709.494700000004,136.91639999999998,134.42492647554806,9.464633703231812
3521,1551.6867000000002,172.0168,132.69467124690578,8.385102272033691
5990,1551.129099999999,203.78670000000002,126.6690261682243,9.446654081344604
3883,1165.6135999999997,148.45660000000004,147.88548814758616,8.796101808547974
3873,1359.4633999999999,187.4375,154.67763493386977,11.978267908096313
3938,1604.403999999998,206.7655,128.60951499122342,9.296069145202637
6540,1503.9080000000029,193.41230000000004,152.20401944444444,8.282118797302246
7861,1400.9687,202.52050000000003,140.4795998156631,12.147984027862549
2013,1392.3182,202.29890000000006,131.21047947595562,5.612622261047363
6546,1393.3849000000002,177.57070000000004,127.7776073700334,6.495527267456055
9518,1613.424799999999,236.5075,169.43167657374758,7.88106894493103
8276,1459.040099999999,176.29019999999997,149.72677251117244,6.8093743324279785
2681,1431.9492999999995,185.71570000000003,138.374976047261,5.622552871704102
5708,1539.3577000000012,207.8836,135.42954757468428,8.057385921478271
5943,1713.5348000000015,164.13709999999998,143.95663465270331,10.542017698287964
3789,1709.3696000000007,195.41240000000002,183.57645158879785,7.469740152359009
9608,1646.6037999999994,171.4204,135.27011440690475,8.462757110595703
9283,1647.9800000000005,199.02980000000005,139.85692287745837,8.49624514579773
8672,1454.0223000000008,195.10509999999994,163.69746616111482,8.125390768051147
4598,1787.8937000000033,216.469,146.62471134463277,8.592099905014038
3289,1642.0838999999983,215.82899999999998,134.54135627447508,7.947082996368408
2697,1244.3955999999985,144.62359999999998,155.77895860540565,8.374325037002563
6575,1441.868999999997,230.4525,120.1423590923117,9.551310062408447
9236,1592.504499999999,207.44049999999996,136.95836619942358,9.377933979034424
9431,1418.5583999999965,191.98219999999998,152.87382049525004,6.8177409172058105
7488,1278.2316999999998,174.33119999999994,146.92661295987799,7.195852994918823
3043,1629.258600000002,189.63209999999998,151.78633847976877,9.49319314956665
9070,1524.3342999999988,216.3113000000001,140.79149797792223,9.305942058563232
7749,1704.1003000000037,201.37850000000003,163.98273447482794,8.30108904838562
4152,1792.1363999999976,207.03400000000002,141.17685306130113,6.623333692550659
8098,1849.482699999999,227.5316,149.4155000563962,6.68517279624939
4730,1304.437399999999,198.53420000000003,162.45863970219617,5.378766059875488
2787,1513.775799999998,200.1993,150.36211206245892,3.7615108489990234
8241,1827.118800000002,246.59189999999992,162.65151452991455,3.6247732639312744
