effective_total_vnf_num,multiple_sfc_num,per_sfc_vnf_num,vnf_type_min,vnf_type_max,vnf_image_size_min,vnf_image_size_max,repository_bw,datacenter_externalbw_min,datacenter_externalbw_max,host_bw_min,host_bw_max,seed,HEFT,DHEFT,NHEFT,time_sec
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,5439,7260.972699999998,548.9449,62.012703,2.925792932510376
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,1714,7040.054799999996,526.9514999999998,60.28012394999998,3.1846208572387695
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,9200,7454.102899999998,562.5482,60.900604999999985,3.13108491897583
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,5804,7206.045900000001,528.5317999999996,61.408,2.394834041595459
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,3154,6861.122399999996,515.6881999999999,66.69094624,2.8893496990203857
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,2195,6978.904800000002,526.8724000000001,57.456300000000006,2.6917998790740967
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,3042,7390.1125,563.9300999999999,60.176602999999986,2.851923942565918
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,9808,7175.719999999995,541.4921999999998,64.25265476,2.581054925918579
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,5407,7084.71430000001,537.5466000000002,59.429199999999994,2.2111120223999023
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,3782,7694.951400000001,577.1711,62.98880399999998,2.7728707790374756
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,5410,6158.458099999998,457.84660000000014,59.42433952,2.450700044631958
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,8428,7570.611099999997,574.4597999999999,62.1383,2.9485480785369873
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,7236,7604.136299999996,569.0278000000001,60.402701,2.091848850250244
160,4,40,1,12,6000,12000,200,500,1000,1000,2000,2085,6219.133300000009,460.4550000000001,49.59760099999999,2.996661901473999
