effective_total_vnf_num,multiple_sfc_num,per_sfc_vnf_num,vnf_type_min,vnf_type_max,vnf_image_size_min,vnf_image_size_max,repository_bw,datacenter_externalbw_min,datacenter_externalbw_max,host_bw_min,host_bw_max,seed,HEFT,DHEFT,NHEFT,time_sec
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2503,9799.012400000003,490.3758000000001,61.586499999999994,3.095973014831543
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5802,11167.997100000022,561.7676,63.46720199999999,3.498391628265381
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,6455,11210.930700000014,560.1327999999999,62.2234,3.622879981994629
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5608,11972.303599999997,605.4496000000001,62.39150099999999,2.4407548904418945
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8258,11184.60450000001,566.0142999999999,59.078601,3.314410924911499
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7486,10965.862300000006,550.7927999999995,63.09780000000001,3.1257920265197754
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1839,10081.970799999994,509.4568999999998,51.811101,2.7632269859313965
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3282,10725.820999999989,545.9343999999999,56.492101,3.4948501586914062
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3216,11693.766300000008,570.5639000000002,60.71569999999999,3.349277973175049
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,9034,10450.906500000012,514.0824,61.8474,3.031440258026123
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7143,10534.553800000002,520.7792,57.89540299999999,2.459090232849121
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2446,11774.06440000002,589.9873000000002,62.7147,3.5207550525665283
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5924,10443.400000000009,531.3494000000003,61.870602,2.740863084793091
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8881,10099.615899999999,508.45519999999976,54.56840000000001,3.4023149013519287
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,6634,10941.069099999997,551.8910999999999,61.48510099999999,3.0423521995544434
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3097,10928.488200000009,543.844,61.91100000000001,2.788649082183838
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1211,10370.576199999998,521.9686,60.609731999999994,4.166823863983154
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1921,9975.9446,514.8370000000002,57.720200000000006,3.4975030422210693
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2740,11149.243700000014,552.1490999999997,60.857201,4.556635141372681
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3306,10208.121900000007,514.6465000000002,67.71061451,3.0478439331054688
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,4366,10310.8842,520.8662,59.9265,3.6370151042938232
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5455,11791.623200000004,592.7223000000001,75.49940261,3.2942590713500977
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,9095,10877.275599999995,531.1327999999996,59.381613376648374,3.1579058170318604
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8562,11437.99299999999,567.6097000000005,62.99230000000002,3.366712808609009
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,9815,9032.244200000001,459.0868,52.752399999999994,3.00337815284729
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1466,10926.363000000003,544.9648,62.297900999999996,3.749117136001587
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8480,10371.565800000008,514.7094999999998,63.448301,2.8625500202178955
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3792,11748.980799999994,596.1863999999995,61.7949,3.7020840644836426
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,4697,10334.086899999991,522.7266999999999,58.80790099999998,2.950368881225586
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1565,10622.072199999995,533.0523999999999,61.758902,3.3638978004455566
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5891,11800.199100000005,587.7393999999996,63.38470000000002,2.9852168560028076
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8308,10559.015900000004,525.3105,59.465160155,2.793462038040161
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,4257,10454.782899999995,528.7755,62.56040000000001,3.714811086654663
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5733,11108.331199999991,555.4378000000006,61.858946153846155,2.803213119506836
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2946,10449.930300000007,525.6530999999997,62.53110599999998,3.5882980823516846
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1292,10526.235400000001,529.5638000000002,60.571992206266316,3.442819118499756
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5439,10889.481400000008,549.8733,61.369001999999995,3.9648680686950684
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1714,10543.625799999993,528.2395,60.0524,3.308169364929199
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,9200,11273.809700000016,562.0844999999999,61.591502999999996,2.874613046646118
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5804,10733.244400000007,529.5868,64.44712700000001,3.666134834289551
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3154,10300.457800000013,516.6239999999998,62.70809244927451,2.5992648601531982
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2195,10542.444500000012,528.1508000000002,59.17809999999999,4.097893953323364
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3042,11082.3097,564.0643,61.624205999999994,3.514204740524292
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,9808,10883.369200000008,542.9802000000004,61.69190100000001,3.4545748233795166
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5407,10693.295700000017,537.8123000000003,62.32672121397379,3.306317090988159
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3782,11514.610400000003,578.0099000000004,62.462701,3.345073938369751
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5410,9150.270199999999,458.2859000000001,53.7965,3.3902511596679688
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8428,11373.27059999999,576.3611999999995,61.65560000000001,3.4982662200927734
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7236,11322.704899999975,569.7673000000002,60.48969999999999,3.1518208980560303
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2085,9313.459100000015,461.21909999999997,53.55966299999999,2.9533638954162598
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2139,10445.732100000003,527.1569000000003,61.7287,3.7509849071502686
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,6801,10120.94579999999,511.57519999999965,63.168000000000006,3.2250192165374756
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,6820,11280.825100000013,567.6434000000002,61.10450099999999,4.262386083602905
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3830,11416.169099999985,569.0831999999997,63.234899999999996,3.0009992122650146
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7975,11452.689199999983,567.3599,61.39980300000001,2.7172820568084717
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3469,11030.946500000011,544.7464000000004,60.73159999999999,2.849410057067871
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1454,9747.638099999998,485.57679999999993,58.46490000000001,3.661518096923828
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2573,10116.3734,501.8432,62.172302,3.087200164794922
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3931,9957.15229999999,513.85,61.10470200000001,3.4576127529144287
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5445,10803.4474,538.6108000000002,62.4583,3.1955878734588623
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5745,11024.915699999998,553.2681000000001,62.541001999999985,3.0448789596557617
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7167,11972.9955,596.9721999999998,63.116299999999995,3.7320210933685303
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7597,11889.316500000003,598.7256999999997,62.85800299999999,3.616488218307495
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7005,9916.70850000001,495.7877999999999,64.03000400000002,2.9366559982299805
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3239,11166.05829999998,551.5248999999997,63.497001000000026,3.323591947555542
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,4331,10738.96959999999,544.5672999999991,70.086902,2.994246006011963
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5960,10696.1072,545.2903000000002,62.535101000000004,3.1315829753875732
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1284,10520.74590000002,532.7795000000003,64.23640100000001,3.072632074356079
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2402,11328.853100000018,573.8428,62.84080000000001,3.5301718711853027
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8146,10937.817699999989,550.2127999999999,63.145601000000006,3.610793113708496
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1786,11413.27879999998,579.7514000000001,61.437,3.3580129146575928
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8911,11351.908400000002,572.8831000000001,62.0603,3.3803961277008057
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7510,10375.495699999992,525.6769999999999,60.88060000000001,2.8636221885681152
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,6556,11157.7728,562.8936000000006,62.999641785641266,2.5880959033966064
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5726,10349.256000000007,512.0873,61.755700000000004,4.033759117126465
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2935,10854.043099999997,542.2204999999999,58.537899999999986,3.532288074493408
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7223,11098.240200000007,551.7781000000003,61.565301999999996,2.821770668029785
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1405,10146.722500000009,520.0360999999997,60.189800999999996,2.459444999694824
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,6792,10655.384799999994,541.1464000000001,61.03740099999999,2.5779449939727783
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7527,11830.441299999999,580.5264999999996,63.57740000000001,2.2810678482055664
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,3965,10847.873999999993,543.3030000000003,58.32680499999999,2.7643511295318604
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,9686,10784.73399999999,539.9045999999997,61.33149999999998,2.3443520069122314
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,2054,10090.008600000003,511.33599999999996,64.72796287999999,2.768281936645508
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,7502,10402.62349999999,525.4938000000002,59.69650000000001,2.5422091484069824
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5872,10572.48700000001,526.8719000000002,59.995400000000004,2.744425058364868
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,1751,11214.423,555.7091999999998,62.67780399999998,2.8409759998321533
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,5095,10369.951400000016,512.0296999999998,61.11050100000001,2.717052936553955
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8465,11989.479500000007,593.9829000000001,70.58531749999997,2.7973461151123047
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8504,11463.967399999994,576.9400999999999,63.656600999999995,2.7838661670684814
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,8819,10271.723999999986,505.59109999999987,61.76119744874899,2.3957719802856445
240,4,60,1,12,6000,12000,200,500,1000,1000,2000,4921,9981.729100000004,507.85220000000004,60.338801,2.910900831222534
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,6347,14571.427300000007,543.1685999999995,61.54569999999999,2.990892171859741
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7536,13747.39270000001,522.8738999999997,62.55650200000001,3.8590450286865234
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,4078,13745.579400000017,514.2289999999999,56.38570099999999,3.4188690185546875
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,4726,15439.034599999984,583.7291000000004,64.81629999999998,3.776798963546753
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5978,14942.57830000003,563.1586000000001,62.861103999999955,3.718585968017578
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8836,15843.486100000002,589.2218,61.22240000000001,3.7267918586730957
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3380,14955.92990000002,564.0963999999994,63.44350099999999,3.5191650390625
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3669,14871.787699999986,557.5885999999998,63.6644,3.8996169567108154
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7882,14447.573200000006,539.2441000000002,62.05430199999998,3.3226280212402344
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2503,12937.057600000015,489.6915,61.90410099999998,3.1780142784118652
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5802,14802.241000000036,561.6628999999998,63.8982,3.2017338275909424
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,6455,14915.701600000026,561.4064999999999,63.088699999999996,3.8142178058624268
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5608,15953.27119999998,605.1251000000001,63.249501,3.0893309116363525
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8258,14932.466000000002,567.2620000000001,61.2247,3.7256970405578613
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7486,14668.73320000002,551.4838999999995,61.868804000000004,3.5461318492889404
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1839,13506.110399999952,508.93579999999963,68.26330300000001,3.6171228885650635
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3282,14332.663699999965,545.4271999999999,58.297701999999994,4.597594976425171
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3216,15470.788600000013,571.4835999999999,63.30309999999999,4.116678714752197
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,9034,13954.813800000009,515.5428000000003,62.927200000000006,3.4938182830810547
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7143,14076.313300000016,523.0895999999998,59.010902,3.1660640239715576
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2446,15751.21520000003,592.0844000000009,63.31680099999999,4.109565019607544
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5924,14006.075500000037,532.4305000000007,62.2085,4.379345893859863
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8881,13402.563800000018,509.3334999999998,55.65330100000002,4.025989055633545
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,6634,14636.125399999997,551.4930999999998,61.816800000000015,4.434791803359985
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3097,14583.802500000016,544.4095999999996,61.79077819298246,3.2384817600250244
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1211,13842.703200000009,522.1827999999998,57.47719999999999,4.025006055831909
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1921,13215.14400000002,517.6928000000001,58.084802999999994,4.248637914657593
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2740,14808.410100000023,552.8368,62.39620099999999,4.661745309829712
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3306,13557.101300000017,515.9705000000004,62.09350000000002,3.819370985031128
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,4366,13784.791399999996,523.5544000000001,60.68760000000002,4.233330011367798
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5455,15670.572500000015,593.9416000000001,66.15150000000003,4.21132230758667
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,9095,14364.432999999966,532.9124000000003,59.79003036499998,4.1645591259002686
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8562,14956.819399999978,566.9875999999999,63.55819999999999,3.964311122894287
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,9815,12030.943800000006,459.0698000000001,54.518605,4.263939142227173
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1466,14565.088099999995,545.8235000000001,62.708401,4.448753833770752
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8480,13863.585400000022,516.223,64.26768136794541,3.9880120754241943
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3792,15702.696299999985,598.2924999999991,62.32039862787961,4.296260118484497
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,4697,13780.531599999982,523.9721999999998,60.609700000000004,3.702270030975342
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1565,13940.134399999986,536.0699999999996,61.8292,4.176594257354736
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5891,15654.696300000021,589.2708999999994,64.0173965,3.984231948852539
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8308,14046.774100000024,526.3637000000004,60.85703981000001,3.7391932010650635
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,4257,14142.129600000011,529.1316999999998,64.49690500000001,4.512325048446655
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5733,14885.880099999971,558.5473,64.38298478000002,4.311312913894653
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2946,13882.097300000029,525.8639999999998,62.786203,4.067762851715088
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1292,14071.406099999998,528.7819000000002,61.049501,4.711409091949463
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5439,14510.077700000013,549.7564000000001,63.37230099999999,4.418237924575806
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1714,14066.112000000003,527.8047999999999,61.53180299999998,4.193263292312622
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,9200,15113.944900000039,562.9070000000002,61.52430000000001,3.9541571140289307
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5804,14257.208900000016,528.9595,64.291386845,4.046602964401245
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3154,13714.833800000055,518.6967000000003,62.80409999999999,3.801175832748413
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2195,14210.563000000006,528.9212000000005,59.98650199999999,3.8094871044158936
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3042,14697.518799999985,565.3998,61.39470099999999,4.69950795173645
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,9808,14443.19370000002,543.8591000000004,61.22982204865979,4.7202558517456055
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5407,14146.690100000023,539.6477000000006,60.225901,3.9110288619995117
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3782,15231.223300000003,577.3805,63.072799999999994,5.108917951583862
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5410,12150.96940000001,458.6797000000001,54.215799999999994,4.235334873199463
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8428,15203.49499999999,577.5702000000001,64.67880000000001,3.567761182785034
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7236,15205.56189999996,570.9380999999996,62.74780100000001,3.4566259384155273
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2085,12356.065900000012,463.2998999999999,50.84153450189634,3.581779956817627
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2139,13805.36560000003,526.869,62.372001,4.618714809417725
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,6801,13607.406299999988,512.2344000000002,63.027,4.195966958999634
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,6820,14949.748200000022,567.2649999999996,61.691101,4.2342047691345215
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3830,15279.295099999981,570.3815999999991,63.84090000000001,3.997201919555664
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7975,15147.644099999985,568.3860999999997,61.7551,4.133964776992798
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3469,14627.215600000023,545.8186000000002,61.66410299999998,3.8376870155334473
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1454,12934.25159999999,487.4939000000002,59.260999999999996,4.403382778167725
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2573,13503.239499999989,503.4946999999999,63.371401,3.790598154067993
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3931,13401.736199999987,512.5078000000001,62.08860100000001,4.871121168136597
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5445,14452.700900000003,539.8017000000004,63.42980099999998,4.060070037841797
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5745,14537.982799999976,553.9459000000003,62.1734,3.9483180046081543
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7167,15927.07229999999,598.0298999999994,65.37240399999997,4.331716775894165
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7597,15960.532400000011,598.7496000000001,71.80458500653596,4.263477087020874
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7005,13235.833499999982,496.7912999999998,63.6999,3.9988532066345215
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3239,14792.729099999964,553.4700999999995,62.644001,3.8815929889678955
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,4331,14418.637300000002,547.0565999999992,63.331200999999986,3.7277262210845947
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5960,14258.943599999988,545.0192000000008,63.58608291917856,4.2105841636657715
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1284,14185.693,533.8331999999997,63.420463,4.313898801803589
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2402,15212.339000000018,574.8284999999996,62.5411,4.268550872802734
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8146,14595.006699999978,550.4072999999995,63.81985075041598,4.644757986068726
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1786,15293.89769999997,580.9646999999997,62.57557489728557,3.6176609992980957
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8911,15233.420699999999,575.3874000000005,62.99580000000001,5.931785345077515
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7510,13769.964599999992,526.8410999999998,61.523102999999985,3.6596527099609375
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,6556,14846.650100000012,563.8304000000006,64.33060300000001,3.555107831954956
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5726,13760.251700000003,512.8195,62.52330000000001,4.731264114379883
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2935,14435.183999999985,542.7340999999999,58.71336647662485,3.907560110092163
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7223,14930.685200000038,552.3621000000002,63.01400499999998,3.717306137084961
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1405,13664.637200000012,520.6614,60.9008,4.341155052185059
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,6792,14196.697299999983,542.5731999999998,60.282502,4.083643198013306
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7527,15622.951799999988,582.3098999999994,64.49320000000002,3.3314208984375
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,3965,14351.88769999995,544.7353000000002,59.71240100000001,4.03733491897583
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,9686,14475.978699999989,540.6003,63.157,3.4405508041381836
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,2054,13574.29140000001,510.5681,60.843201,4.201131105422974
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,7502,13819.194599999984,526.3893000000002,61.18230000000001,4.173871040344238
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5872,13980.001000000002,527.8137000000002,61.20880099999997,3.9156980514526367
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,1751,14952.678899999992,556.9689999999996,63.9913,3.879945993423462
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,5095,13652.34120000002,512.7489,61.881000000000014,3.7845170497894287
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8465,15949.9776,595.5174999999998,77.80840200000002,4.275653839111328
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8504,15274.36650000001,576.3118000000004,64.213701,3.9345860481262207
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,8819,13720.196199999975,506.21299999999997,63.08052687999998,3.6757328510284424
320,4,80,1,12,6000,12000,200,500,1000,1000,2000,4921,13344.686500000018,507.76919999999996,63.140701,4.064251899719238
