scenario,condition,nccr_constraint,exp_dir,latest_run_dir,summary_csv,total_runs,algo_valid_runs,qualified_runs,wins_N_over_D,win_rate_N_over_D,win_rate_percent,HEFT_mean,gain_N_over_D_mean,gain_N_over_D_median,DHEFT_mean,NHEFT_mean,wins_display,x_label,latest_run_dir_rel,summary_csv_rel
b1,CCR_data > IDR_image,0 < NCCR_total < 1,e21,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e21/run_20260601_022936_150_100,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e21/run_20260601_022936_150_100/grid_e21_summary.csv,100,100,100,74,0.74,74.0,93.78916600000004,5.190981495499795,5.151676076032321,38.287336999999994,36.167516895955906,74/100 (74.00%),"b1
CCR_data > IDR_image",experiments/e21/run_20260601_022936_150_100,experiments/e21/run_20260601_022936_150_100/grid_e21_summary.csv
b2,CCR_data ~= IDR_image,0 < NCCR_total < 1,e22,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e22/run_20260601_132513_150_100,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e22/run_20260601_132513_150_100/grid_e22_summary.csv,100,100,30,28,0.9333333333333332,93.33333333333333,237.7435000000001,10.822110904025903,10.55362307687709,55.345583333333344,49.259158354544205,28/30 (93.33%),"b2
CCR_data ~= IDR_image",experiments/e22/run_20260601_132513_150_100,experiments/e22/run_20260601_132513_150_100/grid_e22_summary.csv
b3,CCR_data < IDR_image,0 < NCCR_total < 1,e23,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e23/run_20260601_133953_150_100,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/e23/run_20260601_133953_150_100/grid_e23_summary.csv,100,100,92,87,0.9456521739130436,94.56521739130436,315.99436847826075,12.05595141065156,12.111428182305415,62.26822608695653,54.694100564169304,87/92 (94.57%),"b3
CCR_data < IDR_image",experiments/e23/run_20260601_133953_150_100,experiments/e23/run_20260601_133953_150_100/grid_e23_summary.csv
