scenario,b44_min_rel_gap_pct,total_runs,algo_valid_runs,b44_qualified_runs,b44_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b44,20.0,500,500,171,0.342,267.64236023391817,93.73056301902024,235.78210000000072,56.91463684210527,6.335687671816781,56.01010000000001,50.82945222797921,6.136480597349296,50.005987074626866,10.410034211384048,10.119504877097176,10.305176949065181,8.065265858086859,152,171,0.8888888888888888,1.0,1.2633436464101526e-35,1.767949837202203e-26
