seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,CCR_IDR_rel_gap_pct,b44_match
7711,402.93170000000026,59.44029999999999,49.09513163186388,4.33530592918396,0.3559,0.452,0.8079,0.09610000000000002,23.790073028840204,True
4352,206.18909999999957,57.27029999999999,55.337645454545466,3.701948881149292,0.334,0.4712,0.8052,0.1372,34.07848981619473,True
6768,241.2202999999998,51.1478,49.46627848101265,4.305572271347046,0.333,0.37,0.703,0.03699999999999998,10.526315789473676,False
5624,249.5284000000001,60.1388,51.47205178127589,4.4588539600372314,0.3052,0.3459,0.6511,0.04069999999999996,12.501919827983398,False
7053,249.87340000000052,54.81310000000001,54.247199818511795,6.1847100257873535,0.3383,0.4322,0.7705,0.09389999999999998,24.373783257624915,True
2902,310.9279000000001,60.168099999999995,51.538826099601586,6.1459009647369385,0.3318,0.3559,0.6877,0.02410000000000001,7.00887014686637,False
8558,462.2223999999996,61.3033,49.47941794019934,5.4261229038238525,0.3177,0.3986,0.7163,0.08090000000000003,22.58830099120481,True
9018,150.62859999999984,45.96979999999999,42.54758622698073,5.7682788372039795,0.332,0.3196,0.6516,0.012400000000000022,3.8060159607121005,False
2209,175.97940000000048,54.610899999999994,47.92638284466625,5.563669919967651,0.3403,0.3297,0.67,0.010599999999999998,3.1641791044776117,False
8499,214.49640000000045,51.84459999999999,49.279878021978,6.457799911499023,0.3281,0.4246,0.7527,0.09649999999999997,25.64102564102564,True
2754,207.59419999999955,53.650100000000016,47.83938392993146,6.20713210105896,0.3285,0.4471,0.7756,0.11859999999999998,30.582774626095922,True
7593,215.58929999999935,49.879,40.2509612133169,6.295027017593384,0.3233,0.3662,0.6895,0.04290000000000005,12.44379985496738,False
5719,254.70489999999955,56.550100000000015,46.396101,8.577562093734741,0.3467,0.4818,0.8285,0.1351,32.61315630657815,True
4004,188.14459999999997,46.29880000000001,40.32794427382299,6.898904085159302,0.3485,0.452,0.8005,0.10350000000000004,25.858838226108695,True
7005,211.41390000000035,54.69149999999999,43.73159537585734,6.010023832321167,0.3535,0.4778,0.8313,0.12430000000000002,29.90496812221822,True
2971,405.9412000000006,63.7369,48.92553097066063,8.158616065979004,0.3171,0.3611,0.6782,0.043999999999999984,12.975523444411674,False
3183,219.53770000000057,48.6951,52.04885953553836,7.712245941162109,0.3129,0.3403,0.6532,0.02739999999999998,8.389467238211875,False
3521,203.04260000000016,53.227100000000014,51.306981471389655,6.875402212142944,0.3045,0.3646,0.6691,0.06009999999999999,17.964429831116423,False
5990,247.9895999999997,59.7992,56.780870413343,6.5733561515808105,0.2882,0.2678,0.556,0.02040000000000003,7.338129496402887,False
3883,190.56499999999988,49.01769999999999,44.472981542351455,7.622714996337891,0.3401,0.4391,0.7792,0.09899999999999998,25.410677618069812,True
3873,277.7704000000001,59.7357,54.37169817567053,8.582855939865112,0.2787,0.369,0.6477,0.09029999999999999,27.883279295970357,True
3938,253.17670000000015,57.018999999999984,55.40515331610681,6.318961143493652,0.3642,0.4115,0.7757,0.04729999999999995,12.195436380043818,False
6540,191.038,53.3125,47.94440923317685,7.050812721252441,0.3612,0.426,0.7872,0.06479999999999997,16.463414634146332,False
7861,272.9903000000001,58.69260000000001,48.56976097417688,11.215418100357056,0.3566,0.3942,0.7508,0.03760000000000002,10.015982951518387,False
2013,359.20360000000096,56.7328,46.13614650456283,5.911694765090942,0.2965,0.3595,0.656,0.063,19.207317073170735,False
6546,179.62850000000046,46.52640000000001,53.64762957746479,5.54508900642395,0.3105,0.327,0.6375,0.016500000000000015,5.176470588235299,False
9518,403.9218999999996,69.59410000000001,74.0284504118616,7.850893974304199,0.2988,0.3406,0.6394,0.041800000000000004,13.07475758523616,False
8276,186.21900000000025,46.734,43.916306654991246,7.441882133483887,0.3577,0.4182,0.7759,0.0605,15.59479314344632,False
2681,364.53620000000103,60.27949999999999,52.660024843945074,7.499320030212402,0.3215,0.3489,0.6704,0.02739999999999998,8.17422434367541,False
5708,276.09469999999936,53.95510000000001,45.53189999999999,8.13764238357544,0.3509,0.333,0.6839,0.01789999999999997,5.234683433250467,False
5943,216.73070000000033,54.1411,47.83323868115941,7.866886854171753,0.3202,0.3407,0.6609,0.020500000000000018,6.203661673475569,False
3789,502.0387999999994,68.7877,63.67043177570094,6.711435079574585,0.2989,0.4186,0.7175,0.11970000000000003,33.365853658536594,True
9608,221.19390000000007,52.3139,53.11100722144299,7.946942090988159,0.3207,0.3704,0.6911,0.04970000000000002,14.382867891766754,False
9283,257.0252999999998,49.8117,50.22355474452554,8.957473993301392,0.3437,0.451,0.7947,0.1073,27.003900843085443,True
8672,281.2654999999998,50.1178,46.51786561739698,6.430397272109985,0.3096,0.3367,0.6463,0.027100000000000013,8.38619835989479,False
4598,425.9477999999996,63.1978,45.65275313707919,7.053715229034424,0.3176,0.4105,0.7281,0.09289999999999998,25.518472737261362,True
3289,458.3989999999987,60.00500000000001,48.281802600214895,7.81997275352478,0.3624,0.4741,0.8365,0.11170000000000002,26.706515242080098,True
2697,162.21060000000008,46.134800000000006,39.897646788990826,8.216286897659302,0.3488,0.4711,0.8199,0.12230000000000002,29.83290645200635,True
6575,347.90779999999927,52.40569999999998,46.400053388822826,7.533102035522461,0.3312,0.3277,0.6589,0.003500000000000003,1.062376688420095,False
9236,242.0850000000003,48.7655,40.20999016967509,8.770348072052002,0.3209,0.3965,0.7174,0.0756,21.076108168385836,True
9431,237.8585000000001,56.7673,55.51507317676143,7.598336696624756,0.3368,0.3479,0.6847,0.011099999999999999,3.242295896012852,False
7488,166.10040000000006,50.988800000000005,44.508673311587344,6.658182859420776,0.2938,0.387,0.6808,0.0932,27.379553466509986,True
3043,209.93600000000063,53.825199999999995,41.6578618175062,8.136364936828613,0.3578,0.5178,0.8756,0.16000000000000003,36.54636820465967,True
9070,327.4903999999998,46.7041,42.84190099999999,10.66786503791809,0.3425,0.3643,0.7068,0.021799999999999986,6.168647425014143,False
7749,226.67789999999965,49.64079999999999,45.43492947510094,8.063219785690308,0.3697,0.4228,0.7925,0.053100000000000036,13.40063091482651,False
4152,234.4502999999994,55.337700000000005,40.75526057446809,7.914494037628174,0.3491,0.4143,0.7634,0.06519999999999998,17.08147760020958,False
8098,278.4643999999999,56.2134,54.639481468845766,10.217525959014893,0.3408,0.4021,0.7429,0.06130000000000002,16.502894063804018,False
4730,280.12179999999984,66.49170000000001,54.85787877777776,10.763216018676758,0.3175,0.3807,0.6982,0.06319999999999998,18.103695216270406,False
2787,296.4362999999996,56.87019999999998,56.5905475177305,6.549098014831543,0.337,0.3442,0.6812,0.007199999999999984,2.1139166177334068,False
8241,245.21450000000095,55.9936,44.116742025641024,7.522965908050537,0.3513,0.4465,0.7978,0.0952,23.865630483830532,True
1769,174.44339999999983,49.42799999999999,47.27735808383235,11.328843832015991,0.3335,0.4331,0.7666,0.09959999999999997,25.984868249412983,True
8725,191.55149999999975,55.57629999999999,51.758907426356586,8.023091793060303,0.3363,0.4028,0.7391,0.0665,17.994858611825194,False
4257,372.6368,58.6099,46.66127971014493,6.662675857543945,0.3231,0.376,0.6991,0.0529,15.133743384351309,False
4307,202.79059999999996,48.4397,44.73499280327868,8.032490968704224,0.3209,0.3594,0.6803,0.03849999999999998,11.318535940026454,False
4495,439.54449999999986,66.2149,54.41924277539343,8.715584993362427,0.3169,0.3844,0.7013,0.0675,19.249964351917868,False
9575,214.62999999999997,49.2447,47.42707531136738,8.551883697509766,0.3179,0.3688,0.6867,0.0509,14.824523081403814,False
