bucket_label,baseline_key,gate_key,baseline_run_dir,gate_run_dir,baseline_planned_seed_count,gate_planned_seed_count,baseline_recorded_seed_count,gate_recorded_seed_count,baseline_ok_seed_count,gate_ok_seed_count,baseline_valid_seed_count,gate_valid_seed_count,paired_seed_count,pair_rate_vs_baseline_valid_pct,pair_rate_vs_gate_valid_pct,matched_nccr_min,matched_nccr_max,matched_abs_diff_max,dheft_makespan_mean,dheft_vcpus_mean,nheft_makespan_mean,nheft_vcpus_mean,gheft_makespan_mean,gheft_vcpus_mean,gate_makespan_change_vs_nheft_pct_mean,gate_vcpu_reduction_vs_nheft_pct_mean,nheft_gain_over_dheft_pct_mean,gheft_gain_over_dheft_pct_mean
"(0.10, 0.18]",e01x,e31x,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e01x/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e31x/run_20260812_221447_151_500,500,500,500,500,500,500,488,488,488,100.0,100.0,0.1107,0.177,0.0199,41.18570327868853,42.049180327868854,40.988255665525074,55.19877049180328,42.881733175346604,45.584016393442624,4.706637140903892,17.19576045483056,0.47955564261391215,-4.148560788640964
"(0.18, 0.32]",e02x,e32x,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e02x/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e32x/run_20260812_221535_151_500,500,500,500,500,500,500,394,394,394,100.0,100.0,0.1801,0.2433,0.0199,41.78719796954314,42.545685279187815,41.577719942947446,56.4263959390863,43.26115194890123,47.65736040609137,4.1145024509273025,15.296055645898193,0.48641814988522974,-3.4916160589666134
"(0.32, 0.56]",e03x,e33x,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e03x/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e33x/run_20260812_221549_151_500,500,500,500,500,500,500,285,285,285,100.0,100.0,0.3201,0.4536,0.01999999999999999,46.00031789473684,44.17894736842105,44.76562774844325,58.17894736842105,46.42522881323777,49.98947368421052,3.8724581777443237,13.780537691072125,2.6732594140002575,-0.899364721446784
"(0.56, 1.00]",e04x,e34x,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e04x/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e34x/run_20260812_221557_151_500,500,500,500,500,500,500,173,173,173,100.0,100.0,0.588,0.8686,0.01980000000000004,56.32207630057803,43.71098265895954,50.84603091443983,56.104046242774565,53.48134854847944,47.83815028901734,5.365704520357127,14.262920734613571,9.58244545042015,4.96547647770231
"(1.00, 1.78]",e05x,e35x,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e05x/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e35x/run_20260812_221603_151_500,500,500,500,500,500,500,108,108,108,100.0,100.0,1.105,1.6452,0.01970000000000005,72.84357499999999,41.02777777777778,56.84573647121236,49.425925925925924,60.89821283090718,41.370370370370374,7.527992102706071,15.610391293171501,21.767120172123,16.191799422378384
"(1.78, 3.16]",e06x,e36x,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e06x/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e36x/run_20260812_221608_151_500,500,500,500,500,500,500,59,59,59,100.0,100.0,1.9421,2.8605,0.01990000000000003,100.83200847457628,35.05084745762712,69.60072850197123,45.13559322033898,76.45616238198738,35.05084745762712,10.66675524737005,21.860138163146726,30.562242578186275,23.433638521135972
"(3.16, 5.62]",e07x,e37x,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e07x/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e37x/run_20260812_221615_151_500,500,500,500,500,500,500,31,31,31,100.0,100.0,3.4964,4.9726,0.019700000000000273,147.15725806451613,28.903225806451612,95.02221783001858,42.58064516129032,108.96002465661007,28.35483870967742,14.610660496405925,32.72009417810224,34.85019453030863,25.272697340953837
"(5.62, 10.00]",e08x,e38x,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e08x/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e38x/run_20260812_221622_151_500,500,500,500,500,500,500,12,12,12,100.0,100.0,7.0247,8.2499,0.018200000000000216,237.3896666666667,23.083333333333332,144.65842802399683,35.833333333333336,159.50201541393653,23.083333333333332,11.126232967775257,35.45862022083559,38.61855158360089,32.15625138032407
