seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,b32_match
6347,59.17830000000008,38.4568,37.6591440548442,3.7996208667755127,0.1045,0.1158,0.2203,0.011300000000000004,True
7536,88.85709999999999,37.70969999999999,37.79973679727428,4.417164087295532,0.0945,0.101,0.1955,0.006500000000000006,True
4078,88.62570000000002,40.9676,41.20698507379824,3.393312931060791,0.0901,0.0719,0.162,0.018199999999999994,False
4726,142.03250000000008,41.2154,44.122111564625854,3.991269826889038,0.1097,0.126,0.2357,0.016299999999999995,True
5978,127.5387000000003,51.38899999999999,53.53381533742331,5.18402099609375,0.0984,0.0968,0.1952,0.0016000000000000042,True
8836,55.882699999999865,39.2563,38.01322896174863,4.9970808029174805,0.0944,0.1038,0.1982,0.009400000000000006,True
3380,113.83369999999994,44.277,44.35698051441578,4.976615905761719,0.1056,0.1154,0.221,0.009800000000000003,True
3669,81.63450000000013,44.27269999999999,44.585492081031305,3.451375961303711,0.0968,0.0868,0.1836,0.009999999999999995,True
7882,108.79679999999976,43.41659999999999,42.550411524163565,4.204164028167725,0.0977,0.111,0.2087,0.013300000000000006,True
2503,59.11360000000009,33.4986,32.991887091757384,3.459602117538452,0.1081,0.1243,0.2324,0.016199999999999992,True
5802,142.04279999999994,43.6959,39.978450061848505,3.771322250366211,0.091,0.0914,0.1824,0.0003999999999999976,True
6455,110.55140000000024,38.6279,38.54503478260869,4.598268985748291,0.0899,0.0878,0.1777,0.0020999999999999908,False
5608,158.47559999999973,42.895999999999994,41.49991349693252,3.831027030944824,0.0866,0.1023,0.1889,0.015700000000000006,True
8258,150.92600000000016,45.08849999999999,46.76964902723734,4.953266143798828,0.0954,0.1249,0.2203,0.0295,False
7486,80.32300000000019,51.7885,58.05853034901365,5.039920806884766,0.1011,0.1127,0.2138,0.0116,True
1839,59.64840000000005,39.93820000000001,40.2869834940048,3.8823318481445312,0.0984,0.0801,0.1785,0.018299999999999997,False
3282,86.45780000000002,42.0333,43.61923153435115,4.857745170593262,0.0945,0.0843,0.1788,0.0102,False
3216,92.23309999999998,36.39379999999999,36.727297829716186,4.779752016067505,0.0904,0.0999,0.1903,0.009500000000000008,True
9034,107.24089999999984,40.1493,39.95037142857142,3.957738161087036,0.1027,0.0949,0.1976,0.007800000000000001,True
7143,98.20680000000014,36.3882,34.25610670317563,3.3157799243927,0.0962,0.0934,0.1896,0.002799999999999997,True
