scenario,total_runs,algo_valid_runs,b1_qualified_runs,b1_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b1,100,100,100,1.0,93.78916600000004,24.406734602055973,92.22624999999991,38.287336999999994,3.5558177910521005,37.7131,36.167516895955906,3.6667993707681585,35.548636573998586,5.190981495499795,5.151676076032321,5.575136501239666,9.076779900084528,74,100,0.74,1.0,4.881247884353195e-08,1.795258858932317e-07
