scenario,b31_abs_tolerance,total_runs,algo_valid_runs,b31_qualified_runs,b31_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b31,0.02,500,500,480,0.96,77.18964687500001,14.470530543168886,76.8045,41.46427812499999,5.097001623395286,40.83395,41.289587582299625,5.2889344480207825,40.73076202666027,0.4495615951546719,6.449186544655619e-05,0.4654358378453692,2.775987964730783,272,478,0.5666666666666667,0.9958333333333333,0.0006273069544524739,4.4483377615429676e-05
