scenario,b34_rel_tolerance_pct,total_runs,algo_valid_runs,b34_qualified_runs,b34_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b34,10.0,500,500,273,0.546,258.540161904762,80.58985942292534,233.58270000000013,55.92910586080586,5.784195506008614,56.322799999999994,50.04444350479657,5.821460035255245,49.59731129568108,10.277459256746962,9.496515388720884,10.146572309385602,8.006053641912452,249,273,0.9120879120879121,1.0,1.6506908865914192e-54,2.33237824815187e-41
