seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,CCR_IDR_rel_gap_pct,b38_match
7711,2022.5880000000025,222.14949999999996,140.77813625841029,4.721943140029907,4.0422,4.5082,8.5504,0.4660000000000002,10.900074850299406,False
4352,2003.9677000000029,245.3,155.3173828181818,4.150879144668579,3.7951,4.6278,8.4229,0.8326999999999996,19.77228745443967,False
6768,1793.9245000000044,229.3221,147.52349830750546,5.720852851867676,3.784,3.6111,7.3951,0.17289999999999983,4.676069289123875,True
5624,2076.8948999999975,262.8732,143.7030476271014,6.062941074371338,3.4666,3.4029,6.8695,0.06370000000000031,1.8545745687459148,True
7053,2416.0587000000023,230.66399999999996,135.82736625558468,7.177171230316162,3.8371,4.1995,8.0366,0.3623999999999996,9.018739267849577,True
2902,2057.699400000002,252.4168999999999,137.08248717723865,6.995451927185059,3.7696,3.4894,7.259,0.2802000000000002,7.720071635211467,True
8558,1969.6007000000063,247.21250000000003,120.21665907592212,6.659765720367432,3.606,3.8947,7.5007,0.28869999999999996,7.6979481915021255,True
9018,1481.5551999999998,197.4516,142.9594592229562,5.668505907058716,3.7796,3.1715,6.9511,0.6080999999999999,17.496511343528358,False
2209,1709.1469,218.37079999999995,120.9122274539546,5.668052911758423,3.8692,3.2259,7.0951,0.6433,18.1336415272512,False
8499,1785.3158000000024,254.7316,181.1185506159065,6.093938827514648,3.7238,4.1315,7.8553,0.40769999999999973,10.380252822934827,False
2754,2080.662600000001,226.1775,156.35921585148512,6.050045967102051,3.7286,4.5162,8.2448,0.7876000000000003,19.105375509412,False
7593,1788.7215999999992,224.68470000000005,167.7994613062349,5.596215724945068,3.6734,3.6228,7.2962,0.0506000000000002,1.3870233820344893,True
5719,1987.4589999999992,243.11360000000008,154.03644926403456,6.697052955627441,3.9341,4.6709,8.605,0.7367999999999997,17.124927367809406,False
4004,1804.4122000000043,188.6288,138.08004397206713,6.113340139389038,3.9562,4.3517,8.3079,0.3955000000000002,9.521058269839555,True
7005,2047.012499999999,225.4996,168.57881636788832,6.0294599533081055,4.0122,4.6883,8.7005,0.6760999999999999,15.54163553818746,False
2971,2088.3374999999933,240.92859999999993,136.17655840809246,5.990352153778076,3.5996,3.4819,7.0815,0.11770000000000014,3.3241544870437094,True
3183,2136.539200000006,210.52,136.53967000452718,6.57420015335083,3.5593,3.3265,6.8858,0.23280000000000012,6.76174155508438,True
3521,1900.4431000000025,193.31030000000004,123.58649306249669,4.9541308879852295,3.4586,3.5239,6.9825,0.06529999999999969,1.8703902613676961,True
