multiple_sfc_num,per_sfc_vnf_num,effective_total_vnf_num,vnf_type_min,vnf_type_max,vnf_image_size_min,vnf_image_size_max,repository_bw,seed,HEFT,DHEFT,NHEFT,time_sec
4,80,320,1,12,6000,12000,200,5410,12150.969400000013,458.50609999999983,85.99912599999996,2.069575071334839
4,80,320,1,12,6000,12000,200,8428,15203.49499999999,577.5128999999997,96.05320100000002,2.083991050720215
4,80,320,1,12,6000,12000,200,7236,15205.561899999959,570.9382999999993,93.57009064110001,1.9514906406402588
4,80,320,1,12,6000,12000,200,2085,12356.065900000012,463.28530000000006,85.88230100000001,1.7406821250915527
4,80,320,1,12,6000,12000,200,2139,13805.368600000029,528.0530000000002,86.52904548,2.6027300357818604
4,80,320,1,12,6000,12000,200,6801,13607.406299999988,512.8702999999999,92.5480151842105,1.8021371364593506
4,80,320,1,12,6000,12000,200,6820,14949.751800000022,567.6247,102.58740100000001,2.327579975128174
4,80,320,1,12,6000,12000,200,3830,15279.300799999983,566.3367000000001,110.50341578999998,1.8629357814788818
4,80,320,1,12,6000,12000,200,7975,15147.644099999983,568.3946000000002,94.24270099999998,1.9307441711425781
4,80,320,1,12,6000,12000,200,3469,14627.229000000023,549.2986,94.19830300000001,1.8374779224395752
4,80,320,1,12,6000,12000,200,1454,12934.251599999992,487.46450000000016,72.23770584,1.9913899898529053
4,80,320,1,12,6000,12000,200,2573,13503.239499999989,503.582,83.34780212999999,1.8613131046295166
4,80,320,1,12,6000,12000,200,3931,13401.736199999985,513.3971999999998,90.91918402525252,2.2190258502960205
4,80,320,1,12,6000,12000,200,5445,14452.702600000004,541.0809000000003,94.67015518146943,1.9811251163482666
4,80,320,1,12,6000,12000,200,5745,14538.000399999977,556.6668999999994,120.15987870700634,1.9359450340270996
4,80,320,1,12,6000,12000,200,7167,15927.095899999991,598.3633,120.32540100000001,2.2828240394592285
4,80,320,1,12,6000,12000,200,7597,15960.532400000013,598.7473,114.35310099999997,2.197268009185791
4,80,320,1,12,6000,12000,200,7005,13235.836599999982,497.65560000000016,102.56960099999999,1.8234858512878418
4,80,320,1,12,6000,12000,200,3239,14792.733299999963,553.8433999999993,95.020701,1.9647982120513916
4,80,320,1,12,6000,12000,200,4331,14418.637300000004,547.0495999999988,92.152701,1.9657390117645264
4,80,320,1,12,6000,12000,200,5960,14258.943599999988,544.5348000000002,94.35270100000001,2.008244037628174
4,80,320,1,12,6000,12000,200,1284,14185.6952,532.4543999999996,146.07420200000004,2.1481270790100098
4,80,320,1,12,6000,12000,200,2402,15212.342300000018,577.3010999999998,108.21660100000001,2.029855966567993
4,80,320,1,12,6000,12000,200,8146,14595.006699999976,550.4113999999996,105.92016706508878,2.4033820629119873
4,80,320,1,12,6000,12000,200,1786,15293.89979999997,581.2259999999995,102.64730099999998,2.002429962158203
4,80,320,1,12,6000,12000,200,8911,15233.421599999998,577.6232000000003,99.058801,2.5238120555877686
4,80,320,1,12,6000,12000,200,7510,13770.000099999992,528.1561999999994,116.7569940196,1.5762138366699219
4,80,320,1,12,6000,12000,200,6556,14846.657200000012,566.5929000000006,116.14525500731625,1.710000991821289
4,80,320,1,12,6000,12000,200,5726,13760.253300000006,516.1269000000007,87.65770000000002,2.0419671535491943
4,80,320,1,12,6000,12000,200,2935,14435.183999999985,542.7272999999997,82.86487942,2.2412731647491455
4,80,320,1,12,6000,12000,200,7223,14930.69260000004,552.9627999999996,106.58600099999997,2.0668232440948486
4,80,320,1,12,6000,12000,200,1405,13664.648900000011,524.9420999999999,113.91170629100527,1.9053871631622314
4,80,320,1,12,6000,12000,200,6792,14196.706299999985,542.1204000000002,107.61060336842107,1.9341349601745605
4,80,320,1,12,6000,12000,200,7527,15622.951799999988,582.3097999999994,99.58801417858672,1.6549198627471924
4,80,320,1,12,6000,12000,200,3965,14351.887699999952,544.7555999999997,90.808268,2.020224094390869
4,80,320,1,12,6000,12000,200,9686,14475.97869999999,540.6080999999998,100.84450099999998,1.7859399318695068
4,80,320,1,12,6000,12000,200,2054,13574.291500000008,510.1559999999999,107.938301,2.0898821353912354
4,80,320,1,12,6000,12000,200,7502,13819.194599999983,525.7789999999998,90.55545235135135,2.0274901390075684
4,80,320,1,12,6000,12000,200,5872,13980.0041,531.3304999999998,93.28624752440001,1.9926750659942627
4,80,320,1,12,6000,12000,200,1751,14952.68169999999,554.4014000000001,99.55291666666668,2.0384960174560547
4,80,320,1,12,6000,12000,200,5095,13652.34120000002,512.7577000000002,98.85430100000004,1.99357271194458
4,80,320,1,12,6000,12000,200,8465,15949.9938,596.5622999999998,125.23078888888892,2.046950101852417
4,80,320,1,12,6000,12000,200,8504,15274.36650000001,576.2815000000002,93.74120099999999,2.1221675872802734
4,80,320,1,12,6000,12000,200,8819,13720.196199999973,505.6600999999999,96.80659726027399,2.0291929244995117
4,80,320,1,12,6000,12000,200,4921,13344.686500000018,508.0968999999999,108.59587599999995,1.9957342147827148
8,40,320,1,12,6000,12000,200,6347,14571.416100000013,542.0625999999997,105.79600099999999,1.8919811248779297
8,40,320,1,12,6000,12000,200,7536,14174.956100000034,521.9877000000001,103.95435982352942,2.191305160522461
8,40,320,1,12,6000,12000,200,4078,13745.58170000002,514.3740999999995,80.18740099999997,1.646578073501587
8,40,320,1,12,6000,12000,200,4726,15439.051399999984,584.9060999999998,111.2676525151515,2.0518431663513184
8,40,320,1,12,6000,12000,200,5978,14942.548700000021,561.4205000000002,89.65185099999998,2.212475061416626
8,40,320,1,12,6000,12000,200,8836,15843.481300000007,589.0416999999999,85.12929999999999,2.259661912918091
8,40,320,1,12,6000,12000,200,3380,14955.91550000002,564.0112999999997,96.00680940170942,2.0967020988464355
8,40,320,1,12,6000,12000,200,3669,14871.787299999987,556.2745999999999,90.71481962616824,1.8904139995574951
8,40,320,1,12,6000,12000,200,7882,14447.575400000012,540.1637999999999,104.13045511811025,2.1069600582122803
8,40,320,1,12,6000,12000,200,2503,12937.04940000002,491.2465,110.76800845341614,1.8472628593444824
8,40,320,1,12,6000,12000,200,5802,14802.25300000005,562.8900000000001,93.908377305,1.9995217323303223
8,40,320,1,12,6000,12000,200,6455,14915.710800000024,560.2762999999998,106.023501,2.2907609939575195
8,40,320,1,12,6000,12000,200,5608,15953.280099999984,609.3747000000004,108.757201,1.8747339248657227
8,40,320,1,12,6000,12000,200,8258,14932.468699999998,571.4703000000009,121.15683433333334,2.0366079807281494
8,40,320,1,12,6000,12000,200,7486,14668.737600000024,553.8191999999991,102.297901,2.090405225753784
8,40,320,1,12,6000,12000,200,1839,13506.096399999957,510.05779999999993,82.29897537631135,1.7263970375061035
8,40,320,1,12,6000,12000,200,3282,14332.662799999971,546.4883999999997,94.60640415999998,2.3659422397613525
8,40,320,1,12,6000,12000,200,3216,15470.78200000001,572.7717999999995,101.545301,2.257312059402466
8,40,320,1,12,6000,12000,200,9034,13954.812000000005,512.4017000000001,93.61420099999998,1.8199708461761475
8,40,320,1,12,6000,12000,200,7143,14076.314800000006,524.1692000000002,86.671801,1.8973350524902344
8,40,320,1,12,6000,12000,200,2446,15751.221800000028,589.1608000000001,83.03755100000001,2.0200130939483643
8,40,320,1,12,6000,12000,200,5924,14006.093900000034,532.4250000000002,99.539101,1.8821938037872314
8,40,320,1,12,6000,12000,200,8881,13402.553500000016,508.09219999999993,84.83515714285717,2.1624882221221924
8,40,320,1,12,6000,12000,200,6634,14636.121399999978,554.1916000000003,111.21406045945943,2.035891056060791
8,40,320,1,12,6000,12000,200,3097,14583.796000000004,544.9194999999997,110.21543396703292,1.6859698295593262
8,40,320,1,12,6000,12000,200,1211,13842.701200000005,522.3405000000002,90.89250099999997,2.3728299140930176
8,40,320,1,12,6000,12000,200,1921,13215.13950000002,517.8622999999999,82.604401,2.11751389503479
8,40,320,1,12,6000,12000,200,2740,14808.40780000003,553.5530000000003,81.96678999999997,2.5108461380004883
8,40,320,1,12,6000,12000,200,3306,13557.099000000018,515.7533999999999,92.89790099999998,1.9938178062438965
8,40,320,1,12,6000,12000,200,4366,13784.775699999995,523.3710000000004,92.86340100000001,2.2096500396728516
8,40,320,1,12,6000,12000,200,5455,15670.573900000009,593.6124000000007,124.27590990099007,2.5032551288604736
8,40,320,1,12,6000,12000,200,9095,14364.44189999998,531.1606000000003,93.224113065,1.9095559120178223
8,40,320,1,12,6000,12000,200,8562,14956.832899999976,567.7975999999996,96.035901,2.1762068271636963
8,40,320,1,12,6000,12000,200,9815,12030.947300000009,458.80609999999996,79.97621605376345,1.8521478176116943
8,40,320,1,12,6000,12000,200,1466,14565.098999999998,547.5173999999997,92.7029675,2.1907291412353516
8,40,320,1,12,6000,12000,200,8480,13863.595400000027,517.6822000000006,105.33360100000002,1.91463303565979
8,40,320,1,12,6000,12000,200,3792,15702.697300000003,598.4556000000007,85.38080000000002,2.053515911102295
8,40,320,1,12,6000,12000,200,4697,13780.532699999996,521.7940999999996,98.73558474576271,1.9819278717041016
8,40,320,1,12,6000,12000,200,1565,13940.11119999999,536.0315000000006,80.121501,1.9623639583587646
8,40,320,1,12,6000,12000,200,5891,15654.749300000025,592.3976000000008,126.464301,1.6582391262054443
8,40,320,1,12,6000,12000,200,8308,14046.796200000026,530.3548999999997,103.65700100000004,1.8489429950714111
8,40,320,1,12,6000,12000,200,4257,14142.114000000021,530.5776999999999,97.049601,2.441115140914917
8,40,320,1,12,6000,12000,200,5733,14885.887499999973,554.6288,108.24870100000003,1.819375991821289
8,40,320,1,12,6000,12000,200,2946,13882.085700000032,527.2157999999995,97.054301,2.164285898208618
8,40,320,1,12,6000,12000,200,1292,14071.412300000005,530.2057,70.045156,2.1726889610290527
8,40,320,1,12,6000,12000,200,5439,14510.087700000013,550.0426000000002,98.53530099999999,2.4221458435058594
8,40,320,1,12,6000,12000,200,1714,14066.104799999992,528.8895999999997,95.17870099999999,1.981705904006958
8,40,320,1,12,6000,12000,200,9200,15113.933500000036,564.4698999999995,105.19760099999996,2.147824764251709
8,40,320,1,12,6000,12000,200,5804,14257.217600000009,531.0583999999999,115.65642731578949,2.0251572132110596
8,40,320,1,12,6000,12000,200,3154,13714.84170000005,519.2104999999999,148.07770200000004,1.8286328315734863
8,40,320,1,12,6000,12000,200,2195,14210.575200000003,530.8983000000005,114.978001,1.9560139179229736
8,40,320,1,12,6000,12000,200,3042,14697.517499999994,565.2491000000001,81.53892498260737,2.267704725265503
8,40,320,1,12,6000,12000,200,9808,14482.500000000011,544.0465000000004,113.413301,2.281076192855835
8,40,320,1,12,6000,12000,200,5407,14146.692000000014,543.3257000000006,103.08515099999998,1.778898000717163
8,40,320,1,12,6000,12000,200,3782,15231.2064,578.8430000000001,103.44622161855669,2.2544848918914795
8,40,320,1,12,6000,12000,200,5410,12150.953100000006,459.1682000000002,88.49250099999999,2.0389440059661865
8,40,320,1,12,6000,12000,200,8428,15203.488899999988,577.7204999999992,100.51188380393364,2.124955892562866
8,40,320,1,12,6000,12000,200,7236,15205.556299999957,570.9960999999997,90.67915099999999,2.0172009468078613
8,40,320,1,12,6000,12000,200,2085,12356.06340000001,463.43550000000016,85.33986400000003,1.7785351276397705
8,40,320,1,12,6000,12000,200,2139,13805.36590000003,527.4960000000002,76.26540099999998,2.2361741065979004
8,40,320,1,12,6000,12000,200,6801,13607.405699999987,512.7979000000001,95.99128944221106,1.9438979625701904
8,40,320,1,12,6000,12000,200,6820,14949.741200000026,567.2087999999999,92.10710199999998,2.292403221130371
8,40,320,1,12,6000,12000,200,3830,15279.30259999998,567.4992000000004,95.208626,1.7376649379730225
8,40,320,1,12,6000,12000,200,7975,15147.646099999978,568.4592999999999,79.93143585499999,1.7515451908111572
8,40,320,1,12,6000,12000,200,3469,14627.225700000023,546.562,89.73790100000001,1.9339158535003662
8,40,320,1,12,6000,12000,200,1454,12934.236599999993,487.35510000000016,65.0233590909091,1.8987057209014893
8,40,320,1,12,6000,12000,200,2573,13503.241799999994,502.9703999999998,72.12290100000001,1.7999718189239502
8,40,320,1,12,6000,12000,200,3931,13401.726099999987,515.3838,94.276132510101,2.3493540287017822
8,40,320,1,12,6000,12000,200,5445,14452.705500000004,542.1691000000006,81.01082922073017,1.6826322078704834
8,40,320,1,12,6000,12000,200,5745,14537.974899999983,556.5621000000006,110.04500100000001,1.8602688312530518
8,40,320,1,12,6000,12000,200,7167,15927.0789,598.357,129.82182247239268,2.4004509449005127
8,40,320,1,12,6000,12000,200,7597,15960.544700000017,599.9923999999993,103.50165100000001,2.1797258853912354
8,40,320,1,12,6000,12000,200,7005,13235.83119999999,498.31620000000004,107.388301,1.878392219543457
8,40,320,1,12,6000,12000,200,3239,14792.722599999955,553.3806000000002,101.44110099999999,1.9751801490783691
8,40,320,1,12,6000,12000,200,4331,14418.626600000003,546.9766999999993,95.91580100000002,1.90932297706604
8,40,320,1,12,6000,12000,200,5960,14258.935899999988,545.1274000000002,93.90065100000001,2.049391031265259
8,40,320,1,12,6000,12000,200,1284,14185.71330000001,533.0240000000001,128.51040199999997,2.1925389766693115
8,40,320,1,12,6000,12000,200,2402,15212.356600000028,577.1467999999998,103.67000099999998,2.1505391597747803
8,40,320,1,12,6000,12000,200,8146,14595.006999999972,551.2247000000001,107.56240100000001,2.4694480895996094
8,40,320,1,12,6000,12000,200,1786,15293.893099999972,579.4431000000004,96.11645000000001,1.9300708770751953
8,40,320,1,12,6000,12000,200,8911,15233.436000000003,575.3116,90.85080100000002,2.4121389389038086
8,40,320,1,12,6000,12000,200,7510,13769.969799999993,527.7590999999999,102.63120099999999,1.5491318702697754
8,40,320,1,12,6000,12000,200,6556,14846.6534,564.4854000000007,121.40804120618556,1.724134922027588
8,40,320,1,12,6000,12000,200,5726,13760.251200000004,516.1744,79.38965,1.9337890148162842
8,40,320,1,12,6000,12000,200,2935,14435.181599999978,543.1988999999992,63.56069999999999,2.0407919883728027
8,40,320,1,12,6000,12000,200,7223,14930.686100000024,553.7034999999996,96.95705100000004,2.001762866973877
8,40,320,1,12,6000,12000,200,1405,13664.640700000014,522.0597999999999,103.869325984252,1.8462982177734375
8,40,320,1,12,6000,12000,200,6792,14196.691599999991,541.9963999999999,111.90276135000002,1.8719921112060547
8,40,320,1,12,6000,12000,200,7527,15622.937499999987,579.9005999999999,107.85950099999998,1.691932201385498
8,40,320,1,12,6000,12000,200,3965,14351.884099999968,544.4965000000002,85.993702,1.9666931629180908
8,40,320,1,12,6000,12000,200,9686,14475.986799999979,539.9481,88.79027699999997,1.810594081878662
8,40,320,1,12,6000,12000,200,2054,13574.291500000012,511.2475999999998,100.93390099999998,2.0084190368652344
8,40,320,1,12,6000,12000,200,7502,13819.18509999999,527.3614999999995,87.78830099999996,1.9471359252929688
8,40,320,1,12,6000,12000,200,5872,13980.010600000007,531.3331000000005,91.022601,1.9752650260925293
8,40,320,1,12,6000,12000,200,1751,14952.6722,553.4636999999997,101.17230099999998,2.0242528915405273
8,40,320,1,12,6000,12000,200,5095,13652.341400000028,512.4483000000001,107.2389998505747,2.0060999393463135
8,40,320,1,12,6000,12000,200,8465,15949.985100000018,595.4193000000004,108.41716845197739,2.0442328453063965
8,40,320,1,12,6000,12000,200,8504,15274.348400000023,576.1670999999998,96.20451599999998,2.1328577995300293
8,40,320,1,12,6000,12000,200,8819,13720.194799999965,506.39119999999986,88.11550303951368,1.9666926860809326
8,40,320,1,12,6000,12000,200,4921,13344.688500000024,508.5236,99.758151,2.005671739578247
