multiple_sfc_num,per_sfc_vnf_num,effective_total_vnf_num,vnf_type_min,vnf_type_max,vnf_image_size_min,vnf_image_size_max,repository_bw,seed,HEFT,DHEFT,NHEFT,time_sec
4,80,320,1,12,6000,12000,200,6455,14915.701600000024,561.4022000000001,101.17906666666667,2.3170840740203857
4,80,320,1,12,6000,12000,200,5608,15953.275199999978,609.8876000000002,118.91241712210001,1.884645938873291
4,80,320,1,12,6000,12000,200,8258,14932.474200000002,571.5680000000001,129.49130100000002,2.0673089027404785
4,80,320,1,12,6000,12000,200,7486,14668.733200000022,551.4132999999996,107.5983132231405,2.169745922088623
4,80,320,1,12,6000,12000,200,1839,13506.110399999952,508.95159999999987,78.54854625499998,1.770305871963501
4,80,320,1,12,6000,12000,200,3282,14332.663699999966,545.3733999999997,101.77958521052628,2.7512669563293457
4,80,320,1,12,6000,12000,200,3216,15470.792900000011,572.8835000000001,98.826701,2.4777278900146484
4,80,320,1,12,6000,12000,200,9034,13954.814700000008,513.5762999999997,99.57344712903229,1.8003499507904053
4,80,320,1,12,6000,12000,200,7143,14076.320200000016,524.0702999999997,93.50640100000004,2.0759389400482178
4,80,320,1,12,6000,12000,200,2446,15751.215200000031,592.176300000001,86.633066,2.0879650115966797
4,80,320,1,12,6000,12000,200,5924,14006.075500000037,532.4361999999998,108.16310100000001,1.9828338623046875
4,80,320,1,12,6000,12000,200,8881,13402.56380000002,509.30809999999997,94.78200100000005,2.0192768573760986
4,80,320,1,12,6000,12000,200,6634,14636.129899999996,552.3475000000001,112.79701181081082,2.1776559352874756
4,80,320,1,12,6000,12000,200,3097,14583.812300000014,544.9320000000002,120.71970099999999,1.7299189567565918
4,80,320,1,12,6000,12000,200,1211,13842.703200000009,522.1802999999999,90.199901,2.1729679107666016
4,80,320,1,12,6000,12000,200,1921,13215.14400000002,517.7080999999998,104.395719,2.105954885482788
4,80,320,1,12,6000,12000,200,2740,14808.410100000025,552.8234,90.09530127000002,2.7068560123443604
4,80,320,1,12,6000,12000,200,3306,13557.101300000018,515.3888000000001,91.43715099999999,2.132884979248047
4,80,320,1,12,6000,12000,200,4366,13784.791399999995,522.4340999999997,94.94880150761423,2.1282501220703125
4,80,320,1,12,6000,12000,200,5455,15670.583900000016,593.7725,125.35147425742575,2.363128185272217
