scenario,b53_min_rel_gap_pct,total_runs,algo_valid_runs,b53_qualified_runs,b53_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b53,20.0,500,500,460,0.92,140.51311586956524,34.64449186556141,138.04964999999999,45.39717608695653,4.638276434973069,44.69655,44.978524111091566,4.972531607535241,44.351129741408876,0.8278127304236289,0.7529456719934047,1.1415383308002731,6.087968377939251,269,460,0.5847826086956521,1.0,0.0013085460808077844,6.0203436880275906e-05
