scenario,b34_rel_tolerance_pct,total_runs,algo_valid_runs,b34_qualified_runs,b34_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b34,10.0,100,100,63,0.63,260.4203714285715,83.50294742008082,233.2604000000001,55.79177619047618,6.352734432350555,55.361,50.57210707510431,6.354057166148434,49.302415631873245,9.146697172465482,9.38015786520178,9.362770581751768,7.841872573617501,56,63,0.8888888888888888,1.0,9.673831753331743e-13,5.318172568448257e-10
