algorithm,rows,seeds,makespan_mean,makespan_std,makespan_median,vcpus_mean,vcpus_std
HEFT,488,488,76.91250471311474,14.228954271836662,75.54525,17.424180327868854,3.8693219437222766
DHEFT,488,488,41.18570327868853,4.861832177051429,40.27255,42.049180327868854,4.143429441937
NHEFT,488,488,40.988255665525074,4.988524734723379,40.186307372116886,55.19877049180328,4.51593556750838
