variant,variant_order,display_label,paired_rows,paired_seeds,configured_tolerance_mean,configured_comp_advantage_mean,nheft_makespan_mean,nheft_makespan_std,nheft_makespan_median,nheft_vcpus_mean,nheft_vcpus_std,nheft_hosts_mean,makespan_change_vs_base_pct_mean,makespan_change_vs_base_pct_median,vcpu_delta_vs_base_mean,vcpu_reduction_vs_base_pct_mean,gain_nheft_over_dheft_pct_mean,win_rate_over_dheft_pct,makespan_not_worse_than_base_rate_pct,vcpu_not_more_than_base_rate_pct,vcpu_strictly_reduced_rate_pct
baseline,0,NHEFT,488,488,0.0,0.0,40.988255665525074,4.988524734723379,40.186307372116886,55.19877049180328,4.51593556750838,11.512295081967213,0.0,0.0,0.0,0.0,0.4795556426139121,54.09836065573771,100.0,100.0,0.0
comp_advantage,1,NHEFT+CompGate,488,488,0.0,1.0,66.94139644348611,114.01009299642757,42.229264513041414,38.27459016393443,14.543654099813292,8.295081967213115,63.53062932506556,0.677709065350514,-16.924180327868854,30.54174936820157,-62.54313648678125,32.17213114754098,40.98360655737705,98.5655737704918,97.1311475409836
