scenario,b32_abs_tolerance,total_runs,algo_valid_runs,b32_qualified_runs,b32_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b32,0.02,500,500,360,0.72,102.5144788888889,20.85654772829829,102.20795000000021,42.03932833333333,4.785474501655154,41.27235,41.70010814251275,5.119926839825354,41.06508875315331,0.8380223235448252,0.0035955200058221254,0.7829386419315458,3.8457911915066267,203,360,0.5638888888888889,1.0,8.531239325293809e-05,5.716335293652794e-05
