repo_bw,HEFT_mean,HEFT_std,DHEFT_mean,DHEFT_std,NHEFT_mean,NHEFT_std,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_count,p_value,wilcoxon_p,n_runs
100,19842.190837,1316.9062172057843,864.6033600000001,49.33845381419809,108.10315366053256,15.671339411384581,87.48203076707323,87.69912090608078,87.55561259745969,1.7897707969934429,100,1.1960604589799474e-120,3.89655984509591e-18,100
300,6614.096542999998,438.96866061462777,292.12717999999995,16.54137147319233,64.94177375030588,10.789637950761431,77.73159134453368,78.21618314220689,78.05192095194863,3.725478334484814,100,2.1162695933665263e-110,3.89655984509591e-18,100
600,3780.195011,644.8786750289801,170.241676,27.752924266095267,52.76910874037682,10.571494848265216,68.83854526944026,69.67515532983161,69.21047711131715,4.943427912288058,100,8.04192284142458e-74,3.89655984509591e-18,100
900,3570.9302020000005,828.1455913795064,161.35454500000003,35.88893479009021,52.436286047129045,10.632015758614413,66.81080231736608,67.64455900321796,67.3160620123738,6.20092556975773,100,7.8005758490523185e-59,3.89655984509591e-18,100
