scenario,b36_rel_tolerance_pct,total_runs,algo_valid_runs,b36_qualified_runs,b36_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b36,10.0,500,500,289,0.578,631.1783840830449,108.92440931751725,612.1566999999995,99.42544602076124,9.689300091165483,99.22889999999995,68.70119888524886,8.003022434831468,67.5703877127846,30.621083578203848,31.04551554824615,30.972541807355046,7.44139599807837,288,289,0.9965397923875432,1.0,4.570142266135588e-159,4.2990464545871645e-49
