scenario,b33_abs_tolerance,total_runs,algo_valid_runs,b33_qualified_runs,b33_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b33,0.02,500,500,293,0.586,167.64686928327643,43.03736526084542,163.85769999999988,46.18853959044368,4.67891543833009,45.772499999999994,44.751328946529405,5.221486722752899,44.0405008356546,3.1003820825467914,2.8800032242536253,3.2382765293378664,5.754831116889096,213,293,0.726962457337884,1.0,9.217918812327683e-18,8.644729328432927e-18
