seed,variant,variant_display_label,is_baseline_nheft,configured_tolerance,configured_comp_advantage,configured_drt_advantage,configured_irt_advantage,ccr_data,idr_image,nccr_total,heft_makespan,heft_slr,heft_vcpus,heft_hosts,heft_instances,heft_image_dl_total,heft_image_from_repo,heft_image_from_host,dheft_makespan,dheft_slr,dheft_vcpus,dheft_hosts,dheft_instances,dheft_image_dl_total,dheft_image_from_repo,dheft_image_from_host,nheft_makespan,nheft_slr,nheft_vcpus,nheft_hosts,nheft_instances,nheft_image_dl_total,nheft_image_from_repo,nheft_image_from_host,time_sec,return_code,status,log_file
741896,irt_only,GHEFT,0,0.0,0,0,1,0.5873,0.7434,1.3307,,,,,,,,,,,,,,,,,56.81145501355013,1.7443,47,10,306,156,95,61,8.023773,0,ok,logs/seed_741896.log
430515,irt_only,GHEFT,0,0.0,0,0,1,0.5609,0.783,1.3439,,,,,,,,,,,,,,,,,56.96977297452231,1.4086,40,10,320,156,98,58,7.911459,0,ok,logs/seed_430515.log
888075,irt_only,GHEFT,0,0.0,0,0,1,0.5589,0.6883,1.2472,,,,,,,,,,,,,,,,,55.933628440366974,1.4371,44,11,323,179,122,57,8.680976,0,ok,logs/seed_888075.log
914983,irt_only,GHEFT,0,0.0,0,0,1,0.6362,0.8934,1.5296,,,,,,,,,,,,,,,,,61.88345714285715,1.7326,37,10,297,131,82,49,6.758743,0,ok,logs/seed_914983.log
997971,irt_only,GHEFT,0,0.0,0,0,1,0.564,0.6555,1.2195,,,,,,,,,,,,,,,,,60.24722536631235,2.03,45,11,324,173,111,62,8.974793,0,ok,logs/seed_997971.log
747642,irt_only,GHEFT,0,0.0,0,0,1,0.4962,0.6113,1.1075,,,,,,,,,,,,,,,,,52.42683032300594,1.1854,47,14,306,160,90,70,9.287865,0,ok,logs/seed_747642.log
664527,irt_only,GHEFT,0,0.0,0,0,1,0.5544,0.8906,1.445,,,,,,,,,,,,,,,,,57.23107141947805,1.3905,41,10,334,158,99,59,11.076615,0,ok,logs/seed_664527.log
760044,irt_only,GHEFT,0,0.0,0,0,1,0.487,0.6329,1.1199,,,,,,,,,,,,,,,,,62.591138350217086,1.187,50,12,313,169,99,70,8.400176,0,ok,logs/seed_760044.log
215549,irt_only,GHEFT,0,0.0,0,0,1,0.549,0.8054,1.3544,,,,,,,,,,,,,,,,,49.03305987361769,1.3876,43,10,326,148,96,52,8.92981,0,ok,logs/seed_215549.log
370191,irt_only,GHEFT,0,0.0,0,0,1,0.5241,0.7591,1.2832,,,,,,,,,,,,,,,,,54.51921239000555,1.5395,39,9,312,121,75,46,8.859204,0,ok,logs/seed_370191.log
