variant,variant_order,display_label,paired_rows,paired_seeds,configured_tolerance_mean,configured_comp_advantage_mean,nheft_makespan_mean,nheft_makespan_std,nheft_makespan_median,nheft_vcpus_mean,nheft_vcpus_std,nheft_hosts_mean,makespan_change_vs_base_pct_mean,makespan_change_vs_base_pct_median,vcpu_delta_vs_base_mean,vcpu_reduction_vs_base_pct_mean,gain_nheft_over_dheft_pct_mean,win_rate_over_dheft_pct,makespan_not_worse_than_base_rate_pct,vcpu_not_more_than_base_rate_pct,vcpu_strictly_reduced_rate_pct
baseline,0,NHEFT,274,274,0.0,0.0,40.76987696223119,5.155802904185872,39.741356939397654,55.605839416058394,4.476814775956328,11.602189781021897,0.0,0.0,0.0,0.0,1.0592745240975237,63.138686131386855,100.0,100.0,0.0
comp_advantage,1,NHEFT+CompGate,274,274,0.0,1.0,62.777599947206454,101.31631466824246,41.99681693405809,38.083941605839414,14.314503690616226,8.313868613138686,54.8601294889078,0.7550449297627875,-17.521897810218977,31.44455751634986,-53.09595188412561,39.05109489051095,42.33576642335766,98.54014598540147,98.17518248175182
