scenario,b52_min_rel_gap_pct,total_runs,algo_valid_runs,b52_qualified_runs,b52_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b52,20.0,50,50,43,0.86,84.2909906976744,17.18670912828826,84.4250999999999,41.72196046511628,4.04639300307132,40.9265,41.83445201801926,4.144798483727566,41.492761462300074,-0.3099210422562371,-0.08678940813444115,-0.33797799869583717,3.752964254354726,19,43,0.4418604651162791,1.0,0.6408977213084485,0.5377615773829802
