scenario,b48_min_rel_gap_pct,total_runs,algo_valid_runs,b48_qualified_runs,b48_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b48,20.0,500,500,264,0.528,2107.786416666667,239.06444452998423,2093.139749999999,236.87742878787878,25.08273185419472,235.97009999999995,149.25803994953944,12.11585310105327,148.44966110850757,36.27317272718549,37.08845168796421,37.07938010698522,8.769368364791518,263,264,0.9962121212121212,1.0,3.2196518826456217e-141,4.836211879254143e-45
