seed,variant,variant_display_label,is_baseline_nheft,configured_tolerance,configured_comp_advantage,configured_drt_advantage,configured_irt_advantage,ccr_data,idr_image,nccr_total,heft_makespan,heft_slr,heft_vcpus,heft_hosts,heft_instances,heft_image_dl_total,heft_image_from_repo,heft_image_from_host,dheft_makespan,dheft_slr,dheft_vcpus,dheft_hosts,dheft_instances,dheft_image_dl_total,dheft_image_from_repo,dheft_image_from_host,nheft_makespan,nheft_slr,nheft_vcpus,nheft_hosts,nheft_instances,nheft_image_dl_total,nheft_image_from_repo,nheft_image_from_host,time_sec,return_code,status,log_file
741896,baseline,NHEFT,1,0.0,0,0,0,1.1151,1.2325,2.3476,808.8291999999998,24.8336,3,2,41,442,442,0,114.81680000000001,3.5252,44,14,244,124,46,78,64.07716368563686,1.9674,42,10,303,142,82,60,5.25936,0,ok,logs/seed_741896.log
741896,comp_drt,NHEFT+CompDRT,0,0.0,1,1,0,1.1151,1.2325,2.3476,808.8291999999998,24.8336,3,2,41,442,442,0,114.81680000000001,3.5252,44,14,244,124,46,78,1851.0249249322467,56.8322,1,1,22,21,21,0,5.25936,0,ok,logs/seed_741896.log
430515,baseline,NHEFT,1,0.0,0,0,0,1.0647,1.2977,2.3624,665.0122000000009,16.5941,3,2,42,468,468,0,96.34059999999997,2.404,28,8,240,96,50,46,64.16740812820512,1.6012,39,9,299,132,82,50,5.164714,0,ok,logs/seed_430515.log
430515,comp_drt,NHEFT+CompDRT,0,0.0,1,1,0,1.0647,1.2977,2.3624,665.0122000000009,16.5941,3,2,42,468,468,0,96.34059999999997,2.404,28,8,240,96,50,46,978.7310601538462,24.4223,1,1,22,20,20,0,5.164714,0,ok,logs/seed_430515.log
888075,baseline,NHEFT,1,0.0,0,0,0,1.0608,1.1413,2.2021,576.3291999999999,14.8079,8,3,65,471,471,0,93.53249999999997,2.4032,41,10,278,127,50,77,65.28395474434559,1.6774,47,12,338,172,103,69,6.745066,0,ok,logs/seed_888075.log
888075,comp_drt,NHEFT+CompDRT,0,0.0,1,1,0,1.0608,1.1413,2.2021,576.3291999999999,14.8079,8,3,65,471,471,0,93.53249999999997,2.4032,41,10,278,127,50,77,1212.0913252948899,31.1428,1,1,22,25,25,0,6.745066,0,ok,logs/seed_888075.log
914983,baseline,NHEFT,1,0.0,0,0,0,1.2077,1.481,2.6887,885.2207000000001,24.8994,3,2,30,446,446,0,108.1888,3.0431,27,8,207,89,42,47,61.23312571809334,1.7224,50,13,311,158,89,69,5.07501,0,ok,logs/seed_914983.log
914983,comp_drt,NHEFT+CompDRT,0,0.0,1,1,0,1.2077,1.481,2.6887,885.2207000000001,24.8994,3,2,30,446,446,0,108.1888,3.0431,27,8,207,89,42,47,794.3672720087874,22.3439,1,1,22,20,20,0,5.07501,0,ok,logs/seed_914983.log
997971,baseline,NHEFT,1,0.0,0,0,0,1.0705,1.0866,2.1571,576.4947999999999,19.5463,4,2,58,478,478,0,87.6053,2.9703,41,12,265,117,47,70,83.80640233520732,2.8415,47,12,322,155,98,57,6.458937,0,ok,logs/seed_997971.log
997971,comp_drt,NHEFT+CompDRT,0,0.0,1,1,0,1.0705,1.0866,2.1571,576.4947999999999,19.5463,4,2,58,478,478,0,87.6053,2.9703,41,12,265,117,47,70,1076.2893221743125,36.4921,1,1,22,20,20,0,6.458937,0,ok,logs/seed_997971.log
