scenario,b8_abs_tolerance,total_runs,algo_valid_runs,b8_qualified_runs,b8_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b8,0.02,100,100,13,0.13,340.2360153846154,43.285726522239045,337.33950000000027,56.71991538461538,6.707813124738216,54.81639999999999,39.83411375537686,5.07631226510423,39.08524644444445,29.44312434435049,32.39452790918871,30.026727539343618,7.396194934734068,13,13,1.0,1.0,5.305552943931346e-08,0.000244140625
