scenario,total_runs,algo_valid_runs,b1_qualified_runs,b1_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b1,1,1,1,1.0,53.904000000000025,,53.904000000000025,34.530899999999995,,34.530899999999995,38.40359246341463,,38.40359246341463,-11.215150672049202,-11.215150672049202,-11.215150672049202,,0,1,0.0,1.0,,
