scenario,b5_abs_tolerance,total_runs,algo_valid_runs,b5_qualified_runs,b5_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b5,0.02,100,100,13,0.13,261.1438230769232,83.46210948131056,248.7331000000006,55.149130769230766,5.93070156085891,54.36610000000001,48.111300910344774,5.292888102931282,49.34338047138046,12.574221419138626,12.021572705600109,12.458107181244763,6.583908747923413,13,13,1.0,1.0,6.488938840526189e-05,0.000244140625
