repo_bw,HEFT_mean,HEFT_std,DHEFT_mean,DHEFT_std,NHEFT_mean,NHEFT_std,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_count,p_value,wilcoxon_p,n_runs
100,716.0756999999974,,60.69440000000001,,43.315000000000005,,28.63427268413561,28.63427268413561,28.63427268413561,,1,,,1
