seed,variant,variant_display_label,is_baseline_nheft,configured_tolerance,configured_comp_advantage,configured_drt_advantage,configured_irt_advantage,ccr_data,idr_image,nccr_total,heft_makespan,heft_slr,heft_vcpus,heft_hosts,heft_instances,heft_image_dl_total,heft_image_from_repo,heft_image_from_host,dheft_makespan,dheft_slr,dheft_vcpus,dheft_hosts,dheft_instances,dheft_image_dl_total,dheft_image_from_repo,dheft_image_from_host,nheft_makespan,nheft_slr,nheft_vcpus,nheft_hosts,nheft_instances,nheft_image_dl_total,nheft_image_from_repo,nheft_image_from_host,time_sec,return_code,status,log_file
741896,baseline,NHEFT,1,0.0,0,0,0,4.6555,2.9165,7.572,1894.563799999997,58.6669,3,3,30,442,442,0,231.455,7.1672,19,6,160,69,40,29,139.84405140530583,4.3304,42,10,280,158,83,75,43.034879,0,ok,logs/seed_741896.log
741896,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.6555,2.9165,7.572,1894.563799999997,58.6669,3,3,30,442,442,0,231.455,7.1672,19,6,160,69,40,29,1744.1761191680193,54.01,1,1,22,20,20,0,43.034879,0,ok,logs/seed_741896.log
430515,baseline,NHEFT,1,0.0,0,0,0,4.4416,3.053,7.4946,1562.573099999995,39.4055,2,2,22,468,468,0,219.8432,5.5441,22,8,156,78,44,34,143.93193933967487,3.6297,38,9,274,146,77,69,12.307448,0,ok,logs/seed_430515.log
430515,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.4416,3.053,7.4946,1562.573099999995,39.4055,2,2,22,468,468,0,219.8432,5.5441,22,8,156,78,44,34,990.2152369487181,24.9716,1,1,22,20,20,0,12.307448,0,ok,logs/seed_430515.log
888075,baseline,NHEFT,1,0.0,0,0,0,4.4245,2.7067,7.1312,1269.207,32.9048,4,2,32,471,471,0,188.9834,4.8995,29,8,190,92,51,41,134.21537251786978,3.4796,38,10,301,155,90,65,128.065653,0,ok,logs/seed_888075.log
888075,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.4245,2.7067,7.1312,1269.207,32.9048,4,2,32,471,471,0,188.9834,4.8995,29,8,190,92,51,41,1143.3377616867635,29.6416,1,1,22,22,22,0,128.065653,0,ok,logs/seed_888075.log
914983,baseline,NHEFT,1,0.0,0,0,0,5.0402,3.4898,8.53,2070.377100000004,58.2353,3,3,29,446,446,0,237.59820000000005,6.6831,21,8,135,61,41,20,155.8901934841012,4.3849,30,11,243,132,70,62,13.056188,0,ok,logs/seed_914983.log
914983,drt_only,NHEFT+DRT,0,0.0,0,1,0,5.0402,3.4898,8.53,2070.377100000004,58.2353,3,3,29,446,446,0,237.59820000000005,6.6831,21,8,135,61,41,20,833.3317761177506,23.4399,1,1,22,20,20,0,13.056188,0,ok,logs/seed_914983.log
997971,baseline,NHEFT,1,0.0,0,0,0,4.4643,2.5661,7.0304,1358.941100000002,46.0755,4,2,24,478,478,0,173.07429999999997,5.8682,23,7,201,75,45,30,135.21538005390386,4.5845,45,11,295,145,78,67,19.470661,0,ok,logs/seed_997971.log
997971,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.4643,2.5661,7.0304,1358.941100000002,46.0755,4,2,24,478,478,0,173.07429999999997,5.8682,23,7,201,75,45,30,1087.732940100918,36.8801,1,1,22,20,20,0,19.470661,0,ok,logs/seed_997971.log
747642,baseline,NHEFT,1,0.0,0,0,0,3.926,2.4109,6.3369,1489.2819000000006,33.6724,4,2,28,466,466,0,191.84099999999998,4.3375,26,6,191,72,45,27,134.32171891891892,3.037,36,11,276,135,76,59,21.833215,0,ok,logs/seed_747642.log
747642,drt_only,NHEFT+DRT,0,0.0,0,1,0,3.926,2.4109,6.3369,1489.2819000000006,33.6724,4,2,28,466,466,0,191.84099999999998,4.3375,26,6,191,72,45,27,832.7638595405411,18.8287,1,1,22,20,20,0,21.833215,0,ok,logs/seed_747642.log
664527,baseline,NHEFT,1,0.0,0,0,0,4.3903,3.4721,7.8624,1261.8870000000009,30.6888,4,2,40,485,485,0,236.85,5.7601,24,9,191,99,50,49,141.02684922642,3.4297,42,10,287,180,86,94,21.232862,0,ok,logs/seed_664527.log
664527,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.3903,3.4721,7.8624,1261.8870000000009,30.6888,4,2,40,485,485,0,236.85,5.7601,24,9,191,99,50,49,2237.2945109484403,54.4105,1,1,22,24,24,0,21.232862,0,ok,logs/seed_664527.log
760044,baseline,NHEFT,1,0.0,0,0,0,3.8579,2.4628,6.3207,1943.6564000000012,36.8985,4,3,43,458,458,0,250.79819999999995,4.7612,22,8,157,73,43,30,131.24446988567294,2.4916,43,10,294,150,87,63,11.907388,0,ok,logs/seed_760044.log
760044,drt_only,NHEFT+DRT,0,0.0,0,1,0,3.8579,2.4628,6.3207,1943.6564000000012,36.8985,4,3,43,458,458,0,250.79819999999995,4.7612,22,8,157,73,43,30,1202.7481237887118,22.8331,1,1,22,20,20,0,11.907388,0,ok,logs/seed_760044.log
215549,baseline,NHEFT,1,0.0,0,0,0,4.3472,3.1555,7.5027,1765.5685000000014,50.418,1,1,22,465,465,0,197.03490000000005,5.6266,25,5,161,67,43,24,147.4535917221221,4.2107,36,10,272,139,73,66,10.157304,0,ok,logs/seed_215549.log
215549,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.3472,3.1555,7.5027,1765.5685000000014,50.418,1,1,22,465,465,0,197.03490000000005,5.6266,25,5,161,67,43,24,695.5506744379339,19.8623,1,1,22,20,20,0,10.157304,0,ok,logs/seed_215549.log
370191,baseline,NHEFT,1,0.0,0,0,0,4.1525,2.9395,7.092,2108.3924000000006,59.5354,2,2,22,469,469,0,184.19339999999997,5.2011,24,6,180,51,36,15,165.14822343317977,4.6633,43,10,270,149,79,70,13.265343,0,ok,logs/seed_370191.log
370191,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.1525,2.9395,7.092,2108.3924000000006,59.5354,2,2,22,469,469,0,184.19339999999997,5.2011,24,6,180,51,36,15,1011.7991973708266,28.5705,1,1,22,20,20,0,13.265343,0,ok,logs/seed_370191.log
296947,baseline,NHEFT,1,0.0,0,0,0,3.8565,3.0976,6.9541,1908.3906000000009,42.0869,4,2,24,471,471,0,287.24550000000005,6.3348,22,6,179,75,48,27,171.60393381065086,3.7845,31,9,262,144,82,62,10.323161,0,ok,logs/seed_296947.log
296947,drt_only,NHEFT+DRT,0,0.0,0,1,0,3.8565,3.0976,6.9541,1908.3906000000009,42.0869,4,2,24,471,471,0,287.24550000000005,6.3348,22,6,179,75,48,27,2112.907382629372,46.5973,1,1,22,23,23,0,10.323161,0,ok,logs/seed_296947.log
963598,baseline,NHEFT,1,0.0,0,0,0,4.5529,3.0404,7.5933,1824.461099999997,47.5218,3,3,39,459,459,0,202.19619999999995,5.2666,19,6,158,71,45,26,123.49751352578423,3.2167,39,11,278,154,89,65,10.066257,0,ok,logs/seed_963598.log
963598,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.5529,3.0404,7.5933,1824.461099999997,47.5218,3,3,39,459,459,0,202.19619999999995,5.2666,19,6,158,71,45,26,1122.0337270296625,29.2256,1,1,22,20,20,0,10.066257,0,ok,logs/seed_963598.log
388451,baseline,NHEFT,1,0.0,0,0,0,4.2711,2.9563,7.2274,1527.4197999999997,40.7177,2,2,22,465,465,0,182.09959999999998,4.8544,27,7,191,73,43,30,143.33751201008732,3.8211,38,9,260,126,72,54,9.969997,0,ok,logs/seed_388451.log
388451,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.2711,2.9563,7.2274,1527.4197999999997,40.7177,2,2,22,465,465,0,182.09959999999998,4.8544,27,7,191,73,43,30,986.5988170264266,26.3006,1,1,22,20,20,0,9.969997,0,ok,logs/seed_388451.log
602873,baseline,NHEFT,1,0.0,0,0,0,4.041,2.6281,6.6691,1501.9432000000036,31.0488,2,2,22,465,465,0,208.6453,4.3132,19,5,172,62,42,20,158.0240093625474,3.2667,33,10,255,134,78,56,11.575453,0,ok,logs/seed_602873.log
602873,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.041,2.6281,6.6691,1501.9432000000036,31.0488,2,2,22,465,465,0,208.6453,4.3132,19,5,172,62,42,20,1685.1557930809247,34.8362,1,1,22,21,21,0,11.575453,0,ok,logs/seed_602873.log
122745,baseline,NHEFT,1,0.0,0,0,0,4.328,2.5602,6.8882,1928.7353000000003,55.596,2,2,22,466,466,0,232.1927,6.693,28,10,175,90,43,47,128.86362845849803,3.7145,37,10,265,127,71,56,10.414801,0,ok,logs/seed_122745.log
122745,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.328,2.5602,6.8882,1928.7353000000003,55.596,2,2,22,466,466,0,232.1927,6.693,28,10,175,90,43,47,1191.2560057192986,34.3381,1,1,22,21,21,0,10.414801,0,ok,logs/seed_122745.log
484762,baseline,NHEFT,1,0.0,0,0,0,4.4149,3.2829,7.6978,1382.5414000000003,39.368,2,2,22,456,456,0,158.15550000000005,4.5035,22,5,184,57,40,17,147.05866378510547,4.1875,37,9,263,147,82,65,9.258493,0,ok,logs/seed_484762.log
484762,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.4149,3.2829,7.6978,1382.5414000000003,39.368,2,2,22,456,456,0,158.15550000000005,4.5035,22,5,184,57,40,17,906.138500228669,25.8024,1,1,22,20,20,0,9.258493,0,ok,logs/seed_484762.log
514215,baseline,NHEFT,1,0.0,0,0,0,4.6908,2.8135,7.5043,1437.106100000001,36.5602,5,3,47,457,457,0,199.51370000000006,5.0757,24,7,201,83,47,36,160.7058061168999,4.0884,45,11,304,159,84,75,9.753248,0,ok,logs/seed_514215.log
514215,drt_only,NHEFT+DRT,0,0.0,0,1,0,4.6908,2.8135,7.5043,1437.106100000001,36.5602,5,3,47,457,457,0,199.51370000000006,5.0757,24,7,201,83,47,36,825.7205990375328,21.0065,1,1,22,20,20,0,9.753248,0,ok,logs/seed_514215.log
