scenario,b55_min_rel_gap_pct,total_runs,algo_valid_runs,b55_qualified_runs,b55_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b55,20.0,50,50,49,0.98,332.9040551020409,85.52868682601725,311.3860000000005,69.9889918367347,8.291175941169747,69.89710000000001,57.03990015930471,6.341229630375568,56.256683737849784,17.903837459380792,19.47283080944536,18.248019519919744,9.128946494572782,47,49,0.9591836734693877,1.0,2.3316285900269394e-16,3.552713678800501e-14
