repository_bw,multiple_sfc_num,per_sfc_vnf_num,effective_total_vnf_num,vnf_type_min,vnf_type_max,vnf_image_size_min,vnf_image_size_max,datacenter_externalbw_min,datacenter_externalbw_max,host_bw_min,host_bw_max,seed,HEFT,DHEFT,NHEFT,time_sec
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,1839,3199.910399999998,202.56829999999994,28.748179151169907,3.0498547554016113
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,3282,3163.802100000008,200.06660000000002,31.441501999999996,3.6541590690612793
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,3216,3195.9354000000058,200.8379,28.959455775033355,3.9629011154174805
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,9034,3159.892299999998,199.27540000000016,27.756700148148152,2.758584976196289
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,7143,3111.2286000000026,198.5661,28.685638344037013,3.4325830936431885
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,2446,3257.2740999999933,208.23709999999997,27.079620018518515,3.5628879070281982
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,5924,3175.5140999999994,202.90559999999996,30.79165385185185,3.4316728115081787
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,8881,3096.048200000003,195.36860000000019,31.79922694444445,3.5910232067108154
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,6634,3082.029299999996,194.82,31.113712860925933,3.278566837310791
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,3097,3128.4655000000043,198.11030000000002,32.41520654166667,3.328662157058716
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,1211,3074.9380999999994,191.93310000000014,26.823738678399998,3.3255701065063477
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,1921,3175.364199999997,202.03689999999992,29.950277796296294,3.1476118564605713
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,2740,3259.274899999998,204.1037,29.199943417962963,3.4707090854644775
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,3306,3178.2703000000024,201.50980000000004,29.87728423666667,3.118434190750122
600,8,40,320,1,20,5000,7000,500,1000,1000,2000,4366,3173.072299999999,202.71010000000007,32.03330842154368,2.7826998233795166
900,1,320,320,1,20,5000,7000,500,1000,1000,2000,6347,2172.3970999999988,136.88840000000005,34.33061411111112,22.67772889137268
900,1,320,320,1,20,5000,7000,500,1000,1000,2000,7536,2063.0593000000013,131.34180000000003,32.33922522222222,9.338811874389648
900,1,320,320,1,20,5000,7000,500,1000,1000,2000,4078,2106.0463000000036,133.91739999999996,29.643191888888897,23.50933599472046
900,1,320,320,1,20,5000,7000,500,1000,1000,2000,4726,2176.6936999999975,139.9818,31.2522978199357,17.21541404724121
