seed,variant,variant_display_label,is_baseline_nheft,configured_tolerance,configured_comp_advantage,configured_drt_advantage,configured_irt_advantage,ccr_data,idr_image,nccr_total,heft_makespan,heft_slr,heft_vcpus,heft_hosts,heft_instances,heft_image_dl_total,heft_image_from_repo,heft_image_from_host,dheft_makespan,dheft_slr,dheft_vcpus,dheft_hosts,dheft_instances,dheft_image_dl_total,dheft_image_from_repo,dheft_image_from_host,nheft_makespan,nheft_slr,nheft_vcpus,nheft_hosts,nheft_instances,nheft_image_dl_total,nheft_image_from_repo,nheft_image_from_host,time_sec,return_code,status,log_file
741896,irt_only,GHEFT,0,0.0,0,0,1,0.1211,0.0762,0.1973,,,,,,,,,,,,,,,,,36.82965636856369,1.1308,43,11,306,134,94,40,12.60951,0,ok,logs/seed_741896.log
430515,irt_only,GHEFT,0,0.0,0,0,1,0.1161,0.0818,0.1979,,,,,,,,,,,,,,,,,42.160910256410254,1.0424,43,9,324,157,134,23,57.614049,0,ok,logs/seed_430515.log
888075,irt_only,GHEFT,0,0.0,0,0,1,0.1158,0.07,0.1858,,,,,,,,,,,,,,,,,48.18356710353866,1.238,55,14,346,183,147,36,22.015213,0,ok,logs/seed_888075.log
914983,irt_only,GHEFT,0,0.0,0,0,1,0.1314,0.0929,0.2243,,,,,,,,,,,,,,,,,37.3623383107089,1.0461,40,9,313,148,125,23,18.238045,0,ok,logs/seed_914983.log
997971,irt_only,GHEFT,0,0.0,0,0,1,0.117,0.0678,0.1848,,,,,,,,,,,,,,,,,35.54583145478375,1.1947,50,12,328,142,116,26,18.957155,0,ok,logs/seed_997971.log
747642,irt_only,GHEFT,0,0.0,0,0,1,0.1031,0.0617,0.1648,,,,,,,,,,,,,,,,,45.10803695450325,1.0199,47,11,314,165,139,26,18.357426,0,ok,logs/seed_747642.log
664527,irt_only,GHEFT,0,0.0,0,0,1,0.1147,0.093,0.2077,,,,,,,,,,,,,,,,,64.6968075111394,1.5719,45,8,318,155,134,21,30.115852,0,ok,logs/seed_664527.log
760044,irt_only,GHEFT,0,0.0,0,0,1,0.1007,0.0665,0.1672,,,,,,,,,,,,,,,,,52.99819001447178,1.0051,41,9,306,147,130,17,20.564881,0,ok,logs/seed_760044.log
215549,irt_only,GHEFT,0,0.0,0,0,1,0.1137,0.0829,0.1966,,,,,,,,,,,,,,,,,44.59274302235928,1.2619,39,8,327,135,115,20,21.195428,0,ok,logs/seed_215549.log
370191,irt_only,GHEFT,0,0.0,0,0,1,0.1083,0.0809,0.1892,,,,,,,,,,,,,,,,,36.61639815668203,1.0339,49,10,320,132,101,31,22.056672,0,ok,logs/seed_370191.log
