scenario,total_runs,algo_valid_runs,b3_qualified_runs,b3_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b3,100,100,92,0.92,315.99436847826075,94.7741894796998,285.87255,62.268226086956524,6.54057471383242,61.280449999999995,54.694100564169304,7.093741966243367,54.259931038878584,12.05595141065156,12.111428182305415,12.070484059210608,7.909440318256982,87,92,0.9456521739130435,1.0,1.6139486918414048e-24,5.184566576230603e-16
