seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,b3_match
6347,257.37990000000053,53.90340000000001,49.28224887892377,3.3747808933258057,0.3802,0.4858,0.866,0.10560000000000003,True
7536,262.45239999999995,55.3719,50.03698604651162,3.7539820671081543,0.344,0.4242,0.7682,0.08020000000000005,True
4078,241.49439999999996,64.23519999999999,48.60408756716417,3.081658124923706,0.328,0.3016,0.6296,0.026400000000000035,False
4726,298.0292999999999,60.97099999999999,54.90267845117846,3.6906468868255615,0.3995,0.5286,0.9281,0.12909999999999994,True
5978,371.6227000000003,75.89810000000001,66.52060000000002,4.633656740188599,0.358,0.4059,0.7639,0.0479,True
8836,235.4512999999997,53.9556,46.25730541876274,4.052245855331421,0.3438,0.4356,0.7794,0.09179999999999999,True
3380,286.8614999999997,60.88189999999999,59.79714748201439,3.731611967086792,0.3841,0.4839,0.868,0.0998,True
3669,245.3380999999997,58.5604,55.41634932614556,3.15015172958374,0.352,0.3642,0.7162,0.012200000000000044,True
7882,266.2589,63.75820000000001,57.3178747211896,3.7245030403137207,0.3554,0.466,0.8214,0.11060000000000003,True
2503,263.2869999999996,53.47000000000001,45.18821439688716,2.9230329990386963,0.3935,0.522,0.9155,0.1285,True
5802,312.3216999999999,61.95769999999999,58.84371015939736,3.4261550903320312,0.3314,0.3834,0.7148,0.052000000000000046,True
6455,454.9133,67.04770000000002,55.27210216606499,3.937498807907105,0.3273,0.3684,0.6957,0.041100000000000025,True
5608,316.9277999999996,68.35159999999999,62.72151280534874,3.3476309776306152,0.3153,0.4292,0.7445,0.1139,True
8258,266.0562000000003,64.066,54.9086732607004,3.8894970417022705,0.3475,0.5242,0.8717,0.17670000000000002,True
7486,198.1332999999994,63.909199999999984,63.469926112107615,3.8492610454559326,0.368,0.4724,0.8404,0.10439999999999999,True
1839,210.07670000000033,50.257200000000005,45.87887163120568,2.9806430339813232,0.358,0.3361,0.6941,0.021899999999999975,False
3282,386.4617999999993,53.86460000000002,49.44016174863387,3.850082874298096,0.3439,0.354,0.6979,0.010099999999999998,True
3216,231.97359999999995,56.1437,50.377370951585974,3.8537001609802246,0.3289,0.4189,0.7478,0.08999999999999997,True
9034,307.7132000000008,59.3909,46.87777400150716,2.825150966644287,0.3738,0.398,0.7718,0.0242,True
7143,254.6701999999998,58.8462,48.15411388720437,3.135945081710815,0.3506,0.3921,0.7427,0.04149999999999998,True
2446,371.9041000000006,64.91109999999998,59.79999889983845,3.6458470821380615,0.327,0.3538,0.6808,0.02679999999999999,True
5924,205.18180000000012,52.99159999999999,42.74490609193776,3.404162883758545,0.3613,0.4495,0.8108,0.0882,True
8881,260.07589999999993,56.8261,44.455286451333045,4.130043268203735,0.3732,0.4058,0.779,0.03260000000000002,True
6634,276.7163999999998,59.4375,50.2449533206751,3.687897205352783,0.3422,0.386,0.7282,0.043800000000000006,True
3097,259.85729999999984,59.383199999999995,52.2327119152692,3.133085012435913,0.4125,0.4827,0.8952,0.07020000000000004,True
1211,236.77999999999983,63.4545,63.93739870129869,3.499918222427368,0.3585,0.3552,0.7137,0.0032999999999999696,False
1921,480.9938000000008,65.8628,48.1023,3.982738733291626,0.346,0.365,0.711,0.019000000000000017,True
2740,364.7902000000001,69.91069999999999,69.5511076433121,4.271708250045776,0.3466,0.4038,0.7504,0.05719999999999997,True
3306,324.3006999999997,63.3137,47.548655044390635,3.3266701698303223,0.3733,0.4006,0.7739,0.02729999999999999,True
4366,210.66210000000015,58.7847,53.69972477064219,4.205875873565674,0.3293,0.3955,0.7248,0.06620000000000004,True
5455,255.26609999999977,61.9438,57.18664101157831,4.82489013671875,0.3628,0.5272,0.89,0.1644,True
9095,385.6570999999997,66.33869999999999,54.06904588188976,3.641837120056152,0.3419,0.3513,0.6932,0.00940000000000002,True
8562,276.2646000000007,66.74549999999999,56.44921538461539,3.8617138862609863,0.386,0.5061,0.8921,0.12009999999999998,True
9815,204.19800000000023,53.4064,51.42557845351868,3.58463191986084,0.3845,0.4201,0.8046,0.035599999999999965,True
1466,302.20480000000015,67.6466,52.60690754338548,3.6596410274505615,0.3413,0.4158,0.7571,0.07450000000000001,True
8480,556.4209000000001,73.9416,54.500238089030205,4.121521949768066,0.4101,0.5439,0.954,0.13380000000000003,True
3792,257.0923000000001,60.95779999999999,54.45081619586741,4.037292718887329,0.3724,0.452,0.8244,0.0796,True
4697,220.05069999999955,65.1075,55.243465280289335,3.372092962265014,0.3752,0.412,0.7872,0.0368,True
1565,361.5779000000002,59.89310000000001,55.46660132659933,3.416285991668701,0.381,0.3662,0.7472,0.01479999999999998,False
5891,610.5986999999992,77.56479999999998,73.96890099999999,3.411182165145874,0.3742,0.5281,0.9023,0.15390000000000004,True
8308,233.4814999999996,62.704600000000006,59.74467210428737,3.3313839435577393,0.3318,0.4574,0.7892,0.1256,True
4257,446.5178000000004,66.62340000000002,50.8718927536232,3.8968758583068848,0.3495,0.416,0.7655,0.0665,True
5733,254.5096000000002,58.7576,55.45368784399712,3.2819881439208984,0.3395,0.4556,0.7951,0.11609999999999998,True
2946,279.0954999999992,55.75329999999998,47.03301072555207,3.589038133621216,0.391,0.4128,0.8038,0.021799999999999986,True
1292,231.8466999999999,55.6867,46.5371840042343,3.7595252990722656,0.3626,0.3346,0.6972,0.02799999999999997,False
5439,237.48629999999983,54.33689999999999,57.00053932729624,3.8155908584594727,0.3859,0.4691,0.855,0.0832,True
1714,424.7856000000008,61.5899,60.21967424511546,3.2672269344329834,0.3683,0.411,0.7793,0.04269999999999996,True
9200,377.9323000000002,65.54,46.28081231459376,3.4241650104522705,0.3933,0.4919,0.8852,0.09860000000000002,True
5804,274.4085999999999,70.92260000000002,73.95792390924956,3.812082052230835,0.4005,0.5052,0.9057,0.10469999999999996,True
3154,223.55759999999944,66.82980000000002,58.68886641221373,3.1081221103668213,0.3564,0.4785,0.8349,0.12209999999999999,True
2195,543.2195999999991,66.6125,56.832015814814824,3.307119846343994,0.363,0.4474,0.8104,0.08440000000000003,True
3042,311.7212999999999,53.777899999999995,54.91855991348235,3.78617787361145,0.3838,0.4028,0.7866,0.019000000000000017,True
