bucket_label,baseline_key,gate_key,baseline_run_dir,gate_run_dir,baseline_planned_seed_count,gate_planned_seed_count,baseline_recorded_seed_count,gate_recorded_seed_count,baseline_ok_seed_count,gate_ok_seed_count,baseline_valid_seed_count,gate_valid_seed_count,paired_seed_count,pair_rate_vs_baseline_valid_pct,pair_rate_vs_gate_valid_pct,matched_nccr_min,matched_nccr_max,matched_rel_gap_pct_max,dheft_makespan_mean,dheft_vcpus_mean,nheft_makespan_mean,nheft_vcpus_mean,gheft_makespan_mean,gheft_vcpus_mean,gate_makespan_change_vs_nheft_pct_mean,gate_vcpu_reduction_vs_nheft_pct_mean,nheft_gain_over_dheft_pct_mean,gheft_gain_over_dheft_pct_mean
"(0.10, 0.18]",e01y,e31y,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e01y/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e31y/run_20260812_233415_151_500,500,500,500,500,500,500,274,274,274,100.0,100.0,0.1177,0.1792,51.32514544279248,41.19295291970803,42.10948905109489,40.76987696223119,55.605839416058394,42.45069453468725,46.82116788321168,4.208758232355374,15.611116119064626,1.0592745240975237,-3.058813438484234
"(0.18, 0.32]",e02y,e32y,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e02y/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e32y/run_20260812_233407_151_500,500,500,500,500,500,500,238,238,238,100.0,100.0,0.1809,0.2586,49.97638167217761,42.418452100840334,42.89495798319328,41.7660646811053,57.14705882352941,43.32748673625238,48.92857142857143,3.774832712032967,14.068938686518395,1.5690634147457758,-2.0771699056429425
"(0.32, 0.56]",e03y,e33y,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e03y/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e33y/run_20260812_233401_151_500,500,500,500,500,500,500,184,184,184,100.0,100.0,0.3306,0.4811,46.466700559227256,47.1887195652174,44.95108695652174,44.39239684604554,58.69565217391305,46.19582861922446,51.14673913043478,4.135866077833615,12.614369382738133,5.801279943247562,2.076645377747765
"(0.56, 1.00]",e04y,e34y,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e04y/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e34y/run_20260812_233354_151_500,500,500,500,500,500,500,154,154,154,100.0,100.0,0.5927,0.9248,42.46483590087074,57.26402597402598,45.0,50.92942674799948,55.65584415584416,53.067004087303914,48.4025974025974,4.432146791723584,12.598010369448986,10.832752997777426,7.251603901911227
"(1.00, 1.78]",e05y,e35y,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e05y/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e35y/run_20260812_233038_151_500,500,500,500,500,500,500,397,397,397,100.0,100.0,1.0458,1.7513,56.47642679900745,74.86722317380352,41.98992443324937,56.34432551494072,48.94458438287154,58.92316081257675,41.4382871536524,4.9626789282085895,14.707284721007147,24.579992605179925,21.144575077232062
"(1.78, 3.16]",e06y,e36y,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e06y/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e36y/run_20260812_232823_151_500,500,500,500,500,500,500,186,186,186,100.0,100.0,1.9714,3.0606,43.73856102818562,103.38474784946236,35.376344086021504,70.29373033755465,45.11827956989247,77.1491909856504,35.145161290322584,10.375436094420666,21.496990101774745,31.812607630165388,25.109190176020054
"(3.16, 5.62]",e07y,e37y,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e07y/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e37y/run_20260812_232816_151_500,500,500,500,500,500,500,199,199,199,100.0,100.0,3.4748,5.4317,43.97469810235767,154.43615326633167,29.608040201005025,96.03410340002104,41.608040201005025,107.95029388729782,29.2964824120603,12.817652993287751,28.921213025624507,37.35947486432106,29.602089425641466
"(5.62, 10.00]",e08y,e38y,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e08y/run_20260812_233857_151_500,/Users/tengfeisun/Developer/2026/with-downloadscheduling2022-t/experiments/four/e38y/run_20260812_232040_151_500,500,500,500,500,500,500,254,254,254,100.0,100.0,6.2832,9.8037,46.56100330815187,239.7545251968504,23.669291338582678,148.13669695915078,36.374015748031496,160.83478124071422,22.988188976377952,8.911946331565401,36.20000392214668,37.56835598600724,32.22749579280876
