vnf_image_size_min,vnf_image_size_max,seed,HEFT,DHEFT,NHEFT,time_sec
5000,7000,3792,23141.791699999958,1036.573900000001,114.63387048230814,3.977046012878418
5000,7000,4697,22550.558999999983,990.5373999999998,116.78974716111111,3.541943073272705
5000,7000,1565,22449.64880000004,1008.0216000000005,113.36565923775511,3.9965057373046875
5000,7000,5891,24096.99380000004,1033.0578000000016,171.66158381818187,3.7958219051361084
5000,7000,8308,22941.19790000003,998.1661,169.7499950555556,3.840750217437744
5000,7000,4257,23690.48950000002,1013.3350000000002,128.33612755669608,4.397122144699097
5000,7000,5733,22065.078799999963,988.7488999999997,151.62405825000002,3.5358779430389404
5000,7000,2946,23338.714600000003,1009.8478999999996,114.63522867824071,3.9401867389678955
5000,7000,1292,22026.059000000005,990.1815000000005,97.42360099999995,4.190413951873779
5000,7000,5439,22342.82999999998,1004.3929000000002,121.86210099999998,4.1887900829315186
5000,7000,1714,21041.297900000078,965.0923000000004,117.09400100000005,3.7316391468048096
5000,7000,9200,21671.016099999993,991.4131000000001,141.90058312126112,3.980309009552002
5000,7000,5804,23004.03689999999,1008.9530999999997,148.99348335416659,4.2737510204315186
5000,7000,3154,22122.15400000003,968.7533000000002,170.04401460504198,3.165548801422119
5000,7000,2195,21858.88279999998,987.1926,141.01332637220776,3.5988271236419678
5000,7000,3042,23706.88200000002,1045.5931999999993,111.49214305000004,3.988781213760376
