scenario,b57_min_rel_gap_pct,total_runs,algo_valid_runs,b57_qualified_runs,b57_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b57,20.0,50,50,50,1.0,863.4823339999999,102.14263675455257,879.1132499999998,131.877092,16.031816216038422,131.8677,94.79276692923011,8.132198506885718,93.69306363907742,27.138863913130653,28.05858620337492,28.231757275290768,10.603319083301717,49,50,0.98,1.0,2.476013419719594e-20,3.552713678800501e-15
