exp_dir,scenario,bucket_label,constraint,total_runs,algo_valid_runs,qualified_runs,qualified_rate,HEFT_mean,DHEFT_mean,NHEFT_mean,DHEFT_used_vcpu_mean,NHEFT_used_vcpu_mean,gain_N_over_D_mean,gain_N_over_D_median,win_rate_N_over_D,ttest_p,wilcoxon_p,latest_run_rel,summary_csv_rel
e41,b41,"(0.10, 0.18]","CCR < IDR, rel gap >= 20%",500,500,273,0.546,91.9557586080586,41.6098673992674,41.412236478688115,41.937728937728934,55.89010989010989,0.5198752202603676,7.068241753893692e-05,0.5824175824175825,0.0144967088209625,0.0006961465170817,experiments/e41/run_20260609_195049_151_500,experiments/e41/run_20260609_195049_151_500/grid_e41_summary.csv
e42,b42,"(0.18, 0.32]","CCR < IDR, rel gap >= 20%",500,500,244,0.488,121.2755450819672,42.466716393442624,41.81586818615499,42.872950819672134,57.60655737704918,1.5874208890213386,0.458645852092184,0.6516393442622951,1.6235247752131711e-09,1.575923165856188e-09,experiments/e42/run_20260609_195057_151_500,experiments/e42/run_20260609_195057_151_500/grid_e42_summary.csv
e43,b43,"(0.32, 0.56]","CCR < IDR, rel gap >= 20%",500,500,207,0.414,187.3032188405797,47.16635362318841,44.91182074837484,44.60386473429951,58.507246376811594,4.63778630319159,4.046423537478708,0.7777777777777778,6.483276630874964e-16,1.3158249004665369e-17,experiments/e43/run_20260609_195115_151_500,experiments/e43/run_20260609_195115_151_500/grid_e43_summary.csv
e44,b44,"(0.56, 1.00]","CCR < IDR, rel gap >= 20%",500,500,171,0.342,267.64236023391817,56.91463684210527,50.82945222797921,44.719298245614034,55.01169590643275,10.410034211384048,10.119504877097176,0.8888888888888888,1.2633436464101526e-35,1.767949837202203e-26,experiments/e44/run_20260609_195124_151_500,experiments/e44/run_20260609_195124_151_500/grid_e44_summary.csv
e45,b45,"(1.00, 1.78]","CCR < IDR, rel gap >= 20%",500,500,412,0.824,443.8862082524272,74.45920218446602,56.93101475250644,42.17718446601942,48.189320388349515,23.397019260987214,24.672783473874677,0.9902912621359224,1.7038978135253678e-194,3.6658050803382897e-69,experiments/e45/run_20260609_195131_151_500,experiments/e45/run_20260609_195131_151_500/grid_e45_summary.csv
e46,b46,"(1.78, 3.16]","CCR < IDR, rel gap >= 20%",500,500,203,0.406,681.0137285714286,102.10190591133004,69.3876691772691,35.10344827586207,44.32512315270936,31.77085899979332,32.801843881820766,1.0,2.19687408600605e-121,4.6283970742660726e-35,experiments/e46/run_20260609_195141_151_500,experiments/e46/run_20260609_195141_151_500/grid_e46_summary.csv
e47,b47,"(3.16, 5.62]","CCR < IDR, rel gap >= 20%",500,500,217,0.434,1183.5769428571427,151.19386820276495,96.4079863910526,28.48847926267281,40.16589861751152,35.749759361793224,36.62531493821912,1.0,2.0715284531144805e-127,2.3501832491431247e-37,experiments/e47/run_20260609_195151_151_500,experiments/e47/run_20260609_195151_151_500/grid_e47_summary.csv
e48,b48,"(5.62, 10.00]","CCR < IDR, rel gap >= 20%",500,500,264,0.528,2107.786416666667,236.8774287878788,149.25803994953944,23.643939393939394,36.61363636363637,36.27317272718549,37.08845168796421,0.9962121212121212,3.2196518826456217e-141,4.836211879254143e-45,experiments/e48/run_20260609_195202_151_500,experiments/e48/run_20260609_195202_151_500/grid_e48_summary.csv
