seed,variant,variant_display_label,is_baseline_nheft,configured_tolerance,configured_comp_advantage,configured_drt_advantage,configured_irt_advantage,ccr_data,idr_image,nccr_total,heft_makespan,heft_slr,heft_vcpus,heft_hosts,heft_instances,heft_image_dl_total,heft_image_from_repo,heft_image_from_host,dheft_makespan,dheft_slr,dheft_vcpus,dheft_hosts,dheft_instances,dheft_image_dl_total,dheft_image_from_repo,dheft_image_from_host,nheft_makespan,nheft_slr,nheft_vcpus,nheft_hosts,nheft_instances,nheft_image_dl_total,nheft_image_from_repo,nheft_image_from_host,time_sec,return_code,status,log_file
741896,irt_only,GHEFT,0,0.0,0,0,1,0.341,0.3675,0.7085,,,,,,,,,,,,,,,,,51.130412195121956,1.5699,44,12,318,180,121,59,20.614959,0,ok,logs/seed_741896.log
430515,irt_only,GHEFT,0,0.0,0,0,1,0.3259,0.389,0.7149,,,,,,,,,,,,,,,,,45.244135897435896,1.1187,45,9,327,139,106,33,19.649241,0,ok,logs/seed_430515.log
888075,irt_only,GHEFT,0,0.0,0,0,1,0.3248,0.3396,0.6644,,,,,,,,,,,,,,,,,54.400205420430865,1.3977,47,12,340,179,134,45,21.893284,0,ok,logs/seed_888075.log
914983,irt_only,GHEFT,0,0.0,0,0,1,0.3695,0.4432,0.8127,,,,,,,,,,,,,,,,,52.039880220779224,1.457,46,10,313,164,104,60,19.758254,0,ok,logs/seed_914983.log
997971,irt_only,GHEFT,0,0.0,0,0,1,0.3278,0.3246,0.6524,,,,,,,,,,,,,,,,,46.77742235866437,1.5761,50,12,330,163,120,43,26.003041,0,ok,logs/seed_997971.log
747642,irt_only,GHEFT,0,0.0,0,0,1,0.2884,0.3008,0.5892,,,,,,,,,,,,,,,,,51.88774508899144,1.1732,49,13,314,189,120,69,25.809757,0,ok,logs/seed_747642.log
664527,irt_only,GHEFT,0,0.0,0,0,1,0.3221,0.4423,0.7644,,,,,,,,,,,,,,,,,56.93898654970761,1.3834,46,10,325,163,117,46,32.813229,0,ok,logs/seed_664527.log
760044,irt_only,GHEFT,0,0.0,0,0,1,0.2829,0.3149,0.5978,,,,,,,,,,,,,,,,,60.08193256150508,1.1394,48,11,317,166,108,58,24.613285,0,ok,logs/seed_760044.log
215549,irt_only,GHEFT,0,0.0,0,0,1,0.319,0.3985,0.7175,,,,,,,,,,,,,,,,,56.15389481216458,1.5891,44,11,325,155,115,40,24.946633,0,ok,logs/seed_215549.log
370191,irt_only,GHEFT,0,0.0,0,0,1,0.3044,0.3791,0.6835,,,,,,,,,,,,,,,,,48.222938785588745,1.3617,46,10,323,127,93,34,26.685271,0,ok,logs/seed_370191.log
