seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,b6_match
6347,251.4043000000004,48.576800000000006,40.5946269058296,3.3691530227661133,0.513,0.5741,1.0871,0.06110000000000004,True
7536,253.60229999999996,48.46169999999999,40.57963497047133,3.948239803314209,0.4639,0.4957,0.9596,0.031799999999999995,False
4078,224.14280000000025,58.73590000000001,50.26138526134056,3.0123801231384277,0.4424,0.3536,0.796,0.08879999999999999,False
4726,280.28339999999986,56.488,44.7829,3.741888999938965,0.5393,0.6256,1.1649,0.08630000000000004,True
5978,342.0906999999993,66.3168,56.04365191740414,4.594215154647827,0.4829,0.4792,0.9621,0.003699999999999981,False
8836,230.3305999999999,47.8181,38.297477502732235,4.228770017623901,0.4638,0.5164,0.9802,0.05259999999999998,False
3380,280.61489999999986,56.87439999999999,51.28593176923077,3.808693170547486,0.5182,0.5729,1.0911,0.05469999999999997,True
3669,212.13319999999976,52.09230000000001,46.23356666666667,3.2154738903045654,0.475,0.4287,0.9037,0.04629999999999995,False
7882,259.3617000000003,49.5721,47.665539405204456,3.7384071350097656,0.4796,0.5498,1.0294,0.07019999999999993,True
2503,255.2832999999999,46.81340000000001,41.23426944444444,2.794405221939087,0.5305,0.6122,1.1427,0.0817,True
5802,267.6507999999996,58.99080000000001,60.71424373801251,3.5233988761901855,0.4471,0.4535,0.9006,0.006400000000000017,False
6455,414.1709999999993,61.8604,49.30183333333334,4.027011156082153,0.4415,0.4343,0.8758,0.007199999999999984,False
5608,304.4064000000004,58.906299999999995,47.37127473810233,3.493520021438598,0.4252,0.5085,0.9337,0.08329999999999993,False
8258,248.86989999999972,54.6581,45.65313333333333,4.027755975723267,0.4687,0.6179,1.0866,0.1492,True
7486,186.8345999999997,55.742699999999985,53.00649955156949,4.277962923049927,0.4962,0.5563,1.0525,0.06010000000000004,True
1839,204.2146999999993,44.759600000000006,46.2678090909091,3.066723108291626,0.4827,0.3953,0.878,0.08740000000000003,False
3282,375.24229999999847,46.999500000000005,41.859653551912565,3.999873161315918,0.4638,0.4159,0.8797,0.0479,False
3216,225.52819999999952,51.38119999999999,41.61033650126157,3.937736988067627,0.4436,0.493,0.9366,0.0494,False
9034,272.2490000000003,52.70580000000001,39.85641071590739,2.9139089584350586,0.5042,0.4669,0.9711,0.0373,False
7143,202.3020000000005,51.35839999999998,40.772201636942675,3.191930770874023,0.4728,0.4587,0.9315,0.014100000000000001,False
2446,327.9655,62.6658,47.63865410334346,3.9842047691345215,0.4409,0.4177,0.8586,0.0232,False
5924,199.32290000000083,45.5372,35.709058142857145,3.3154330253601074,0.4873,0.5284,1.0157,0.04109999999999997,True
8881,250.93930000000032,52.335200000000015,43.32236164368705,4.142993927001953,0.5031,0.4735,0.9766,0.029600000000000015,False
6634,266.16959999999966,60.64949999999999,49.609399989899,3.85807204246521,0.4615,0.4501,0.9116,0.011400000000000021,False
3097,248.61119999999963,51.0716,43.26383795233892,3.1062281131744385,0.5566,0.5654,1.122,0.00880000000000003,True
1211,204.8523000000003,52.4267,50.30363761972007,3.679574012756348,0.4838,0.4144,0.8982,0.06940000000000002,False
1921,467.1474000000001,62.212500000000006,49.25324779116466,4.202526807785034,0.4666,0.4288,0.8954,0.0378,False
2740,293.31950000000006,61.5352,57.55741843233313,4.420756101608276,0.4674,0.4767,0.9441,0.00930000000000003,False
3306,274.7457,53.8274,46.22425528971531,3.7783079147338863,0.5034,0.471,0.9744,0.032399999999999984,False
4366,203.5608999999999,60.31130000000001,54.016381868072315,4.298805952072144,0.4442,0.4648,0.909,0.020600000000000007,False
5455,249.3189000000011,53.635299999999994,48.88860639853748,4.865341901779175,0.4894,0.6233,1.1127,0.13389999999999996,True
9095,330.5192000000002,59.61980000000002,41.463205953560376,3.8435051441192623,0.4612,0.4115,0.8727,0.04970000000000002,False
8562,251.64660000000015,59.60320000000001,48.0699387888707,3.9477698802948,0.5207,0.6002,1.1209,0.0794999999999999,True
9815,190.44460000000024,46.91319999999999,42.95920773240662,3.5764763355255127,0.5187,0.4892,1.0079,0.029500000000000026,False
1466,280.2006000000002,57.27,48.58616293436293,3.8832173347473145,0.4603,0.4919,0.9522,0.03160000000000002,False
