scenario,total_runs,algo_valid_runs,b6_qualified_runs,b6_qualified_rate_in_algo_valid,HEFT_mean,HEFT_std,HEFT_median,DHEFT_mean,DHEFT_std,DHEFT_median,NHEFT_mean,NHEFT_std,NHEFT_median,gain_N_over_D_mean,gain_N_over_D_median,gain_N_over_D_trimmed,gain_N_over_D_std,wins_N_over_D,wins_N_over_H,win_rate_N_over_D,win_rate_N_over_H,ttest_p_DHEFT_vs_NHEFT,wilcoxon_p_DHEFT_vs_NHEFT
b6,100,100,33,0.33,288.6919727272727,99.05693994696703,255.2832999999999,56.506963636363636,6.811743021375761,54.89880000000001,47.44774572667004,5.88523721771781,47.13404813493028,15.758198958525913,15.287874371786039,15.444108019954001,7.558722194092958,33,33,1.0,1.0,2.91078605889084e-12,2.3283064365386963e-10
