algorithm,rows,seeds,makespan_mean,makespan_std,makespan_median,vcpus_mean,vcpus_std
HEFT,475,475,62.69743810526316,10.22520957831293,61.2225,21.256842105263157,4.475122340726355
DHEFT,475,475,41.257398736842106,4.829857375382681,40.34440000000001,42.22526315789474,4.193851447327074
NHEFT,475,475,41.143516988705606,4.843665822570672,40.25926658476658,54.92631578947368,4.33813942808838
