seed,HEFT,DHEFT,NHEFT,time_sec,CCR_data,IDR_image,NCCR_total,CCR_IDR_abs_diff,b31_match
7711,90.81630000000008,34.268699999999995,33.63580934256055,3.843864917755127,0.0768,0.0847,0.1615,0.007900000000000004,True
4352,97.95210000000009,46.261,47.97705554545455,3.107564926147461,0.072,0.09,0.162,0.018000000000000002,True
6768,64.5134,40.641299999999994,40.64134243943191,3.867438793182373,0.0718,0.0712,0.143,0.0006000000000000033,True
5624,58.98329999999997,45.526,43.34216058119264,3.494208812713623,0.0658,0.0659,0.1317,0.00010000000000000286,True
7053,69.72440000000002,46.740800000000014,46.53740453074435,4.9287450313568115,0.0732,0.0836,0.1568,0.010399999999999993,True
2902,92.21620000000011,45.35419999999999,45.21937028838952,4.182677984237671,0.0716,0.0681,0.1397,0.003500000000000003,True
8558,100.99880000000007,39.69460000000001,38.97069501993356,4.277915954589844,0.0686,0.0766,0.1452,0.008000000000000007,True
9018,48.98410000000003,39.44310000000001,39.44305246252677,3.776274919509888,0.0714,0.0603,0.1317,0.011100000000000006,True
2209,79.21030000000009,43.7245,43.88282424242424,3.288611888885498,0.0732,0.0632,0.1364,0.009999999999999995,True
8499,90.07549999999996,39.26899999999999,36.609961860500064,3.8481431007385254,0.0709,0.082,0.1529,0.011099999999999999,True
2754,75.24279999999982,40.9047,41.15130693069307,3.6440749168396,0.071,0.0823,0.1533,0.011300000000000004,True
7593,49.636299999999984,35.1123,34.002295807644884,4.193779945373535,0.0697,0.0693,0.139,0.0003999999999999976,True
5719,108.5796000000002,32.693299999999994,31.449065399239547,4.3789732456207275,0.075,0.0934,0.1684,0.0184,True
4004,67.48590000000006,38.8216,37.33201794871794,4.0067689418792725,0.0753,0.0883,0.1636,0.012999999999999998,True
7005,89.54360000000011,39.8662,38.48724489574761,3.8161346912384033,0.0764,0.0914,0.1678,0.015,True
2971,87.6624,39.784400000000005,39.423256072463765,4.175405979156494,0.0685,0.0705,0.139,0.001999999999999988,True
3183,54.76590000000002,38.5485,38.37094166666667,4.325585126876831,0.0673,0.0653,0.1326,0.0020000000000000018,True
3521,105.7121,42.61529999999999,41.304555826558264,4.007262945175171,0.0657,0.071,0.1367,0.005299999999999999,True
5990,69.13570000000003,50.852,50.85203797468355,3.616313934326172,0.0623,0.0505,0.1128,0.011799999999999998,True
3883,83.26299999999998,38.6011,40.34906346396966,4.396708011627197,0.0733,0.086,0.1593,0.012699999999999989,True
3873,84.34440000000001,52.4954,52.49538760484622,4.30781102180481,0.0601,0.0704,0.1305,0.010300000000000004,True
3938,70.2649,48.4463,49.84305405872195,3.8404579162597656,0.0788,0.0789,0.1577,0.00010000000000000286,True
6540,78.02200000000002,38.80929999999999,41.607553050034745,3.152284860610962,0.0781,0.0805,0.1586,0.0023999999999999994,True
7861,87.20749999999998,37.00229999999999,37.21629999999999,4.2750279903411865,0.0769,0.0739,0.1508,0.0030000000000000027,True
2013,79.80829999999993,38.6494,41.47791796407186,3.3006861209869385,0.0639,0.0702,0.1341,0.0063,True
6546,49.22030000000004,46.16110000000001,46.161060828241695,3.1520490646362305,0.0668,0.0628,0.1296,0.0040000000000000036,True
9518,86.06790000000005,52.44560000000001,52.76484316309721,3.693947076797486,0.0645,0.0629,0.1274,0.0016000000000000042,True
8276,56.019000000000034,42.111900000000006,42.111911074918574,3.5866687297821045,0.0771,0.0797,0.1568,0.002599999999999991,True
2681,76.55989999999996,40.463399999999986,38.061345435016115,3.6371490955352783,0.0693,0.0672,0.1365,0.0021000000000000046,True
5708,68.4760000000001,42.2442,42.39201365638766,3.769199132919311,0.0759,0.0621,0.138,0.013799999999999993,True
5943,65.3754000000002,42.3798,42.4288868065967,4.272449016571045,0.0693,0.0642,0.1335,0.005100000000000007,True
3789,95.04100000000004,39.4504,38.54510186915888,3.258826971054077,0.0645,0.0771,0.1416,0.0126,True
9608,66.5326000000001,45.081300000000006,45.08125729349737,3.970720052719116,0.0692,0.071,0.1402,0.001799999999999996,True
9283,80.36900000000009,45.67460000000001,45.94720729927008,4.702116012573242,0.0741,0.0856,0.1597,0.011499999999999996,True
8672,61.707799999999935,37.2097,35.83490455153949,3.425786018371582,0.0668,0.0643,0.1311,0.0025000000000000022,True
4598,87.41460000000018,41.998099999999994,40.988204259887006,3.386143922805786,0.0686,0.0808,0.1494,0.012200000000000003,True
3289,93.70350000000018,42.61689999999999,45.04754951768489,3.926795721054077,0.0784,0.0921,0.1705,0.013700000000000004,True
2697,59.743399999999944,35.81540000000001,36.453017192600655,4.179173231124878,0.0753,0.0895,0.1648,0.01419999999999999,True
6575,67.92719999999993,36.796,35.88836848989298,4.316375970840454,0.0715,0.0624,0.1339,0.009099999999999997,True
9236,68.07550000000008,36.61830000000001,38.28381176470589,4.539057970046997,0.0693,0.0774,0.1467,0.008099999999999996,True
9431,63.16890000000001,54.1795,54.17945402298851,4.1437177658081055,0.0726,0.0669,0.1395,0.005699999999999997,True
7488,93.61849999999984,37.028000000000006,37.02148060200668,3.627657890319824,0.0634,0.0735,0.1369,0.010099999999999998,True
3043,81.4931000000002,38.093,41.78900114094433,4.151365280151367,0.0773,0.0983,0.1756,0.021000000000000005,False
9070,90.37869999999994,35.433800000000005,35.433787453874544,4.423876762390137,0.0738,0.0691,0.1429,0.00470000000000001,True
7749,58.59970000000003,43.18270000000001,41.25836229648672,3.742799758911133,0.0799,0.0784,0.1583,0.0015000000000000013,True
4152,77.08199999999995,36.5812,35.81947453218884,3.853085994720459,0.0753,0.0809,0.1562,0.005599999999999994,True
